# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
94,21.41,26.16,23.00,26.64,2,273.26,13.11,993.49,1
95,21.96,26.17,24.23,24.52,1,271.81,37.63,1003.43,0
96,26.13,23.87,24.86,24.64,1,272.34,62.28,1003.36,0
97,21.16,22.34,25.45,22.67,1,272.22,84.95,1003.30,0
98,21.18,22.90,24.91,24.78,1,271.45,109.73,1003.23,0
99,19.31,22.57,23.36,23.90,10,272.94,133.63,916.64,0
100,20.03,23.67,22.67,24.84,9,275.40,158.46,925.81,0
101,26.39,25.22,24.71,23.45,8,276.90,181.91,935.07,0
102,29.78,25.66,25.52,25.20,7,276.85,207.11,944.42,0
103,27.92,25.13,26.57,22.77,6,276.31,229.88,953.86,0
104,30.51,25.35,26.05,21.98,5,276.30,251.87,963.40,0
105,33.24,26.99,24.39,21.85,4,276.04,273.72,973.04,0
106,33.28,25.56,24.08,24.01,3,273.96,23.77,982.77,1
107,34.70,24.69,24.04,25.44,2,273.24,49.21,992.59,0
108,35.13,23.95,26.33,27.05,1,273.41,76.26,1002.52,0
109,34.51,25.73,25.81,25.20,20,274.27,101.46,828.46,0
110,35.44,25.86,25.25,23.71,19,273.39,125.17,836.75,0
111,41.82,25.13,24.14,23.57,18,272.28,148.74,845.11,0
112,38.35,23.77,26.25,24.35,17,271.87,173.09,853.57,0
113,33.26,25.28,25.40,24.97,16,272.90,198.06,862.10,0
114,28.02,24.56,23.80,26.49,15,272.39,224.55,870.72,0
115,26.52,25.17,24.85,24.55,14,272.62,249.10,879.43,0
116,28.55,25.48,25.11,25.33,13,272.19,2.23,888.22,1
117,27.39,24.72,25.14,22.11,12,271.38,24.34,897.11,0
118,29.06,24.23,25.30,22.13,11,271.34,46.47,906.08,0
119,28.27,24.45,25.24,24.18,10,271.82,70.66,915.14,0
120,29.07,24.17,25.04,25.49,9,272.10,96.14,924.29,0
121,30.53,24.02,23.46,21.42,8,272.73,117.56,933.53,0
122,33.71,26.65,23.70,22.29,7,273.58,139.85,942.87,0
123,33.80,25.20,24.55,22.51,6,271.62,162.36,952.30,0
124,32.60,26.74,22.78,24.97,5,271.06,187.33,961.82,0
125,30.99,27.23,23.48,25.16,4,268.76,212.49,971.44,0
126,26.90,24.75,23.24,23.09,3,265.69,235.58,981.15,0
127,32.96,24.79,23.12,24.62,2,265.04,260.20,990.96,0
128,25.08,24.05,22.59,22.59,1,264.27,18.52,1000.87,1
129,33.86,23.68,21.29,25.06,1,265.85,43.58,1000.78,0
130,25.33,23.88,23.47,25.65,1,269.01,69.23,1000.69,0
131,24.21,23.34,22.78,26.09,1,270.10,95.32,1000.60,0
132,24.36,22.77,23.04,25.12,1,272.05,120.43,1000.50,0
133,23.82,23.62,24.26,26.01,1,273.90,146.44,1000.41,0
134,30.99,25.32,24.35,27.80,1,274.61,174.24,1000.31,0
135,30.70,25.08,23.91,28.02,1,275.28,202.26,1000.21,0
136,28.02,23.87,24.63,25.52,1,276.51,227.78,1000.12,0
137,22.92,24.10,23.78,25.23,1,277.07,253.01,1000.02,0
138,17.43,23.06,25.48,24.85,1,278.62,277.86,999.92,0
139,14.38,22.30,25.43,22.38,1,278.45,21.79,999.82,1
140,12.83,23.23,25.81,22.65,1,278.32,44.44,999.72,0
141,16.05,24.52,24.69,21.05,1,277.76,65.50,999.61,0
142,16.69,23.95,24.40,21.63,1,278.38,87.12,999.51,0
143,21.02,24.73,24.50,22.90,1,279.38,110.02,999.40,0
144,28.73,24.28,24.20,24.62,1,280.37,134.64,999.30,0
145,33.39,23.74,25.15,25.49,1,281.78,160.13,999.19,0
146,33.34,23.61,29.30,24.34,1,282.30,184.47,999.08,0
147,33.05,24.94,27.74,24.77,1,278.30,209.23,998.97,0
148,31.32,26.61,27.52,25.08,1,275.62,234.31,998.86,0
149,37.03,26.82,27.38,26.98,1,272.90,261.29,998.75,0
150,35.17,26.54,27.72,27.24,1,270.08,18.46,998.64,1
151,36.04,25.50,24.92,28.85,1,266.59,47.30,998.53,0
152,35.32,25.28,22.56,28.68,1,265.84,75.99,998.41,0
153,36.24,23.82,22.40,26.92,1,267.61,102.91,998.30,0
154,38.05,22.83,24.76,26.49,1,269.73,129.41,998.18,0
155,37.36,24.37,23.86,27.04,1,269.47,156.45,998.06,0
156,35.43,23.73,25.00,22.41,1,270.16,178.86,997.94,0
157,35.06,23.88,25.90,24.56,1,269.68,203.43,997.82,0
158,37.31,22.57,23.70,25.07,1,268.16,228.50,997.70,0
159,42.26,24.14,23.21,24.12,1,268.91,252.61,997.58,0
160,37.80,23.69,23.41,25.13,1,270.27,7.48,997.45,1
161,33.77,26.87,24.19,24.48,1,271.54,31.96,997.33,0
162,32.51,24.31,24.26,25.39,1,272.09,57.35,997.20,0
163,26.01,24.62,23.60,25.24,1,272.61,82.59,997.07,0
164,26.02,24.18,23.34,27.40,1,273.91,109.98,996.94,0
165,29.55,24.41,24.77,27.01,1,275.63,137.00,996.81,0
166,35.20,24.29,23.91,29.14,1,275.95,166.14,996.68,0
167,30.16,23.93,25.44,26.61,1,277.24,192.75,996.55,0
168,31.88,23.84,23.83,24.41,1,276.98,217.16,996.41,0
169,32.94,24.71,23.10,23.53,1,278.47,240.69,996.28,0
170,33.69,24.06,23.40,23.21,1,280.91,263.90,996.14,0
171,26.83,23.94,23.72,22.38,1,283.26,3.02,996.00,1
172,26.62,23.75,25.52,23.80,1,285.50,26.82,995.86,0
173,29.41,21.61,25.42,25.31,1,285.97,52.13,995.72,0
174,31.31,21.23,26.34,26.98,1,286.61,79.11,995.58,0
175,33.13,20.83,26.30,24.45,1,286.29,103.56,995.43,0
176,30.57,22.27,27.32,25.43,1,286.00,128.99,995.29,0
177,30.82,23.33,26.81,22.65,1,284.55,151.64,995.14,0
178,28.99,22.21,27.03,23.12,1,283.52,174.76,994.99,0
179,36.66,24.62,26.66,23.57,1,282.14,198.33,994.84,0
180,35.57,24.25,26.20,24.62,1,281.02,222.95,994.69,0
181,36.20,25.90,25.37,25.38,1,280.30,248.33,994.54,0
182,30.21,25.39,24.67,24.21,1,280.43,272.54,994.38,0
183,27.29,25.63,24.91,26.40,1,281.34,17.60,994.22,1
184,22.09,25.26,24.87,24.37,1,282.07,41.97,994.07,0
185,24.89,24.67,25.04,24.05,1,282.91,66.02,993.91,0
186,22.36,25.67,25.24,23.78,1,283.66,89.80,993.75,0
187,22.94,27.08,26.00,23.36,1,284.26,113.15,993.58,0
188,27.28,26.72,26.08,25.15,1,284.08,138.30,993.42,0
189,28.91,25.70,25.75,24.91,1,283.80,163.22,993.25,0
190,30.81,25.10,25.95,26.38,1,283.85,189.60,993.09,0
191,25.35,23.74,26.62,23.53,1,283.69,213.12,992.92,0
192,27.75,24.17,24.82,24.02,1,282.78,237.14,992.75,0
193,28.39,25.69,25.34,24.53,1,283.75,261.67,992.57,0
194,29.40,25.90,24.78,23.75,1,284.25,1.17,992.40,1
195,26.11,26.72,26.24,23.98,1,285.41,25.16,992.22,0
196,20.70,26.56,27.53,24.56,1,285.09,49.72,992.05,0
197,22.06,26.61,27.16,23.97,1,283.31,73.69,991.87,0
198,24.41,25.10,26.67,23.51,1,281.77,97.19,991.68,0
199,24.57,25.19,27.69,24.94,1,280.61,122.13,991.50,0
200,28.17,24.59,27.20,25.14,1,278.21,147.28,991.32,0
201,29.85,23.02,27.46,22.04,1,276.11,169.31,991.13,0
202,31.55,21.62,25.35,22.32,1,273.51,191.63,990.94,0
203,30.90,22.95,23.51,23.48,139,276.51,215.11,236.59,0
204,27.16,23.99,23.93,23.20,138,278.91,238.31,238.96,0
205,25.55,24.44,22.98,24.65,137,280.41,262.96,241.35,0
206,23.73,24.57,24.55,24.99,136,281.57,6.38,243.76,1
207,28.81,25.61,24.12,24.87,135,282.69,31.25,246.20,0
208,26.07,25.56,25.70,25.96,134,282.79,57.21,248.66,0
209,27.07,26.86,26.38,25.27,133,282.95,82.48,251.15,0
210,29.38,26.68,26.37,27.32,132,281.70,109.80,253.66,0
211,24.07,25.22,26.47,23.89,131,280.52,133.68,256.20,0
212,25.03,25.15,26.37,24.28,130,280.83,157.96,258.76,0
213,24.05,24.17,26.99,24.87,129,281.24,182.83,261.35,0
214,27.48,22.84,27.45,25.65,128,282.78,208.48,263.96,0
215,27.57,25.60,25.50,25.66,127,285.93,234.14,266.60,0
216,26.23,24.65,25.67,25.66,126,286.37,259.80,269.26,0
217,23.68,25.27,24.07,22.48,125,287.89,282.27,271.96,0
218,28.56,24.74,24.42,24.52,124,288.88,17.92,274.68,1
219,28.83,25.70,24.23,23.70,123,290.55,41.62,277.42,0
220,32.81,26.52,23.35,26.20,122,291.33,67.83,280.20,0
221,30.45,27.67,22.75,26.09,121,291.30,93.92,283.00,0
222,27.58,27.48,23.38,26.30,120,289.99,120.22,285.83,0
223,31.89,28.26,22.55,25.88,119,288.76,146.10,288.69,0
224,37.03,27.27,23.88,26.24,118,286.56,172.34,291.57,0
225,35.14,26.40,23.21,27.00,117,285.22,199.35,294.49,0
226,35.30,25.02,24.53,26.91,116,284.70,226.26,297.44,0
227,38.26,26.15,25.66,25.88,115,285.64,252.13,300.41,0
228,37.30,27.09,26.46,27.12,114,285.44,279.25,303.41,0
229,35.19,26.55,25.53,27.92,113,284.18,22.99,306.45,1
230,34.26,25.02,24.27,23.54,112,283.39,46.53,309.51,0
231,28.96,25.16,25.60,22.48,111,284.21,69.01,312.61,0
232,28.28,27.38,25.82,22.72,110,284.95,91.73,315.73,0
233,32.60,25.91,25.26,24.28,109,283.33,116.01,318.89,0
234,36.62,25.48,25.20,25.09,108,283.16,141.10,322.08,0
235,35.82,26.50,23.99,23.95,107,283.45,165.04,325.30,0
236,42.21,24.36,24.17,25.28,106,282.64,190.32,328.55,0
237,42.40,25.62,24.87,26.98,105,284.11,217.30,331.84,0
238,40.70,28.00,26.06,27.36,104,284.34,244.66,335.16,0
239,41.45,27.62,25.18,25.82,103,281.97,270.48,338.51,0
240,39.20,25.81,25.07,26.60,102,279.78,17.29,341.89,1
241,34.75,24.39,27.04,24.36,101,279.36,41.65,345.31,0
242,36.94,25.22,24.70,25.65,100,280.47,67.30,348.77,0
243,34.72,23.48,25.29,26.45,99,280.77,93.75,352.25,0
244,32.77,23.76,24.79,26.36,98,283.02,120.11,355.78,0
245,32.10,26.28,24.19,24.10,97,285.18,144.21,359.33,0
246,29.20,26.53,24.08,22.58,96,284.80,166.79,362.93,0
247,29.93,26.26,24.51,23.33,95,284.09,190.11,366.56,0
248,28.08,25.22,21.82,24.33,94,283.62,214.44,370.22,0
249,29.65,27.12,24.36,23.14,93,284.24,237.58,373.93,0
250,32.54,25.75,23.85,25.59,92,282.83,263.17,377.66,0
251,28.16,27.38,24.39,26.50,91,282.78,6.89,381.44,1
252,27.64,25.48,24.51,27.92,90,280.94,34.81,385.26,0
253,27.40,26.47,23.99,27.37,89,281.01,62.17,389.11,0
254,28.97,25.37,24.95,25.61,88,280.00,87.79,393.00,0
255,27.03,24.89,26.27,26.26,87,280.09,114.04,396.93,0
256,28.78,24.92,25.87,23.65,86,280.72,137.69,400.90,0
257,28.24,26.49,25.82,24.80,85,281.38,162.49,404.91,0
258,26.14,25.52,25.68,22.06,84,280.38,184.55,408.96,0
259,29.79,25.92,26.29,24.36,83,280.34,208.91,413.05,0
260,29.78,25.29,25.02,24.82,82,279.86,233.73,417.18,0
261,31.11,26.33,24.97,24.60,81,280.02,258.33,421.35,0
262,31.79,26.67,24.50,25.33,80,279.06,4.60,425.56,1
263,37.17,25.14,24.46,26.11,79,277.63,30.71,429.82,0
264,38.29,23.94,26.21,26.07,78,277.75,56.78,434.12,0
265,32.93,23.93,25.57,23.58,77,279.19,80.36,438.46,0
266,34.32,24.72,23.87,23.94,76,280.79,104.31,442.84,0
267,29.77,24.83,24.82,24.20,75,281.68,128.51,447.27,0
268,33.50,25.39,26.07,24.25,74,282.53,152.76,451.74,0
269,30.78,24.80,26.33,26.25,73,282.86,179.01,456.26,0
270,31.24,26.36,25.59,24.06,72,283.87,203.08,460.82,0
271,31.29,26.75,25.88,23.65,71,283.26,226.73,465.43,0
272,32.60,27.13,25.00,23.10,70,282.16,249.83,470.08,0
273,30.12,25.26,26.21,23.23,69,280.52,273.06,474.79,0
274,38.93,25.06,26.66,25.50,68,280.78,17.77,479.53,1
275,47.26,26.14,26.71,25.91,67,281.30,43.68,484.33,0
276,44.04,26.73,24.84,25.85,66,280.67,69.53,489.17,0
277,44.32,26.91,25.04,26.45,65,279.33,95.97,494.06,0
278,35.06,26.84,26.11,27.52,64,277.66,123.49,499.00,0
279,34.83,26.29,26.17,26.94,63,275.90,150.43,503.99,0
280,28.24,26.42,25.22,26.54,62,274.57,176.96,509.03,0
281,23.15,24.66,25.68,25.53,61,272.97,202.50,514.12,0
282,25.78,25.22,26.52,22.97,60,273.13,225.47,519.27,0
283,33.36,24.52,22.47,23.72,59,272.70,249.19,524.46,0
284,38.61,25.14,22.84,26.35,58,273.00,2.54,529.70,1
285,39.75,24.97,20.78,27.15,57,272.65,29.69,535.00,0
286,45.84,23.44,20.52,24.97,56,272.45,54.65,540.35,0
287,37.32,24.19,21.67,24.43,55,273.91,79.08,545.75,0
288,37.09,25.41,24.40,27.00,54,274.69,106.08,551.21,0
289,38.13,23.56,24.99,25.31,53,274.21,131.39,556.72,0
290,43.57,23.37,24.26,26.54,52,275.71,157.92,562.29,0
291,41.44,25.20,23.97,25.48,51,277.57,183.40,567.91,0
292,42.49,26.10,23.00,26.82,50,277.61,210.23,573.59,0
293,40.50,26.04,23.56,28.83,49,276.66,239.06,579.33,0
294,40.33,24.62,22.51,25.94,48,275.68,265.00,585.12,0
295,35.94,24.98,21.78,28.43,47,276.16,17.28,590.97,1
296,32.34,26.89,22.45,27.36,46,276.30,44.63,596.88,0
297,34.19,26.20,22.62,27.32,45,274.35,71.95,602.85,0
298,32.44,24.95,24.05,26.52,44,272.96,98.47,608.88,0
299,32.96,24.07,25.01,23.46,43,272.81,121.93,614.97,0
300,32.97,25.06,25.72,24.67,42,273.62,146.60,621.12,0
