# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
40,18.67,14.95,24.31,23.94,1,272.38,152.99,1006.20,0
41,17.95,21.72,23.60,23.13,1,272.87,176.12,1006.16,0
42,18.10,16.20,22.88,23.93,1,274.20,200.05,1006.12,0
43,15.47,14.60,23.91,23.19,1,276.46,223.24,1006.08,0
44,18.62,16.70,24.26,23.59,1,277.80,246.83,1006.04,0
45,18.42,17.56,24.51,23.87,1,278.90,270.69,1006.00,0
46,21.89,21.01,25.17,25.06,1,279.83,15.92,1005.96,1
47,16.68,11.46,25.11,25.27,1,280.13,41.19,1005.92,0
48,22.78,20.02,24.23,26.69,21,287.70,67.88,823.62,0
49,28.27,23.76,26.77,24.91,20,294.45,92.80,831.86,0
50,36.82,28.90,27.86,23.09,19,297.76,115.89,840.18,0
51,29.59,25.53,28.12,21.39,18,295.75,137.28,848.58,0
52,34.73,32.13,27.66,22.81,17,297.23,160.09,857.07,0
53,30.90,25.63,26.39,23.21,16,291.61,183.30,865.64,0
54,27.98,23.81,24.33,24.01,15,292.58,207.31,874.29,0
55,32.31,25.32,23.98,24.01,14,295.64,231.32,883.04,0
56,31.69,24.55,24.28,23.73,13,297.35,255.06,891.87,0
57,37.56,28.20,22.66,26.44,12,300.08,281.50,900.78,0
58,35.07,30.04,24.54,27.27,11,299.07,9.70,909.79,1
59,32.42,22.75,24.86,26.58,10,295.93,36.28,918.89,0
60,29.28,26.11,24.23,27.26,9,300.49,63.53,928.08,0
61,35.27,28.45,23.44,25.07,8,301.82,88.60,937.36,0
62,35.94,30.23,25.01,24.53,7,300.71,113.13,946.73,0
63,37.79,31.26,25.59,24.88,6,297.54,138.01,956.20,0
64,37.36,35.41,26.31,21.87,5,292.91,159.88,965.76,0
65,33.50,27.74,25.82,22.57,4,283.24,182.45,975.42,0
66,34.54,28.00,25.32,22.55,3,281.06,205.01,985.17,0
67,37.85,30.42,25.88,24.21,2,278.37,229.21,995.03,0
68,34.65,24.50,23.63,22.84,1,272.75,252.05,1004.98,0
69,31.02,27.20,24.97,22.66,1,274.02,0.69,1004.93,1
70,27.37,24.78,25.99,24.02,1,273.95,24.71,1004.88,0
71,31.78,22.81,25.27,26.84,1,272.76,51.55,1004.82,0
72,24.93,24.17,23.42,28.43,1,272.24,79.98,1004.77,0
73,21.91,18.96,24.58,27.27,1,273.70,107.25,1004.72,0
74,25.74,20.04,24.79,25.89,5,279.94,133.15,965.26,0
75,30.77,25.49,24.06,25.06,4,285.89,158.21,974.91,0
76,35.93,27.39,24.09,23.26,3,286.44,181.46,984.66,0
77,40.78,31.81,23.00,23.76,2,284.95,205.22,994.51,0
78,40.76,28.33,25.32,24.60,1,278.45,229.82,1004.45,0
79,35.47,31.43,26.58,25.81,1,278.45,255.63,1004.40,0
80,33.80,30.28,27.30,24.85,1,277.06,3.42,1004.34,1
81,28.00,23.74,26.97,22.06,1,274.73,25.48,1004.28,0
82,39.00,29.70,25.87,24.54,1,272.54,50.02,1004.23,0
83,36.32,30.48,24.45,25.19,1,271.34,75.21,1004.17,0
84,29.69,23.75,23.79,25.47,1,271.57,100.67,1004.11,0
85,23.85,17.67,24.47,25.47,1,272.56,126.14,1004.05,0
86,28.25,22.10,24.01,23.54,1,272.90,149.68,1003.99,0
87,28.86,22.98,25.11,25.08,1,273.78,174.76,1003.93,0
88,23.40,18.75,24.08,26.55,1,273.55,201.32,1003.87,0
89,22.61,22.60,24.80,24.79,1,274.41,226.11,1003.81,0
90,21.25,17.03,24.29,24.88,1,274.57,250.99,1003.75,0
91,23.06,18.81,25.08,26.38,1,275.31,2.06,1003.68,1
92,30.34,24.24,24.76,28.01,1,275.26,30.07,1003.62,0
93,26.18,20.76,23.91,25.89,1,275.55,55.95,1003.56,0
94,30.33,26.00,26.00,25.02,1,276.81,80.97,1003.49,0
95,27.87,22.41,26.61,26.33,1,275.89,107.30,1003.43,0
96,21.91,20.39,25.41,26.60,1,274.20,133.90,1003.36,0
97,23.84,22.34,25.84,23.53,1,273.68,157.43,1003.30,0
98,29.42,27.60,26.10,23.12,7,275.18,180.55,944.69,0
99,30.04,26.04,26.25,22.16,6,272.33,202.71,954.14,0
100,30.38,24.39,24.92,24.52,5,270.92,227.22,963.68,0
101,29.68,25.94,26.45,24.50,4,271.18,251.72,973.32,0
102,32.33,27.63,26.35,24.03,3,269.77,5.98,983.05,1
103,35.31,26.58,24.66,26.00,2,266.36,31.98,992.88,0
104,31.11,25.45,24.50,24.32,1,263.75,56.30,1002.81,0
105,26.42,24.70,23.81,24.92,1,263.17,81.22,1002.74,0
106,21.96,17.78,22.91,23.75,1,263.30,104.97,1002.67,0
107,28.42,21.35,23.38,25.18,108,266.39,130.16,340.88,0
108,28.67,21.63,22.24,23.95,107,269.54,154.11,344.29,0
109,26.94,18.48,23.19,24.56,106,272.70,178.67,347.73,0
110,30.07,24.99,21.56,24.59,105,279.64,203.26,351.21,0
111,26.12,19.27,22.24,24.85,104,280.11,228.10,354.72,0
112,31.85,28.06,23.46,25.07,103,286.92,253.18,358.27,0
113,30.41,26.84,22.96,24.28,102,284.75,277.46,361.85,0
114,23.66,19.81,22.77,25.70,101,283.70,19.47,365.47,1
115,27.67,22.50,24.45,25.80,100,290.27,45.27,369.12,0
116,23.10,17.78,25.88,24.74,99,294.55,70.01,372.81,0
117,28.90,26.33,27.04,26.87,98,304.45,96.87,376.54,0
118,31.14,28.77,25.08,26.98,97,305.94,123.86,380.31,0
119,33.15,27.55,25.18,26.91,96,304.89,150.77,384.11,0
120,29.05,23.88,24.32,24.58,95,305.06,175.34,387.95,0
121,36.95,27.67,25.23,25.02,94,309.30,200.37,391.83,0
122,33.72,28.77,24.60,25.50,93,309.79,225.87,395.75,0
123,30.72,25.10,25.36,24.40,92,309.13,250.27,399.71,0
124,36.75,29.72,25.57,26.64,91,312.43,276.91,403.70,0
125,35.33,29.40,25.14,27.78,90,310.99,304.69,407.74,0
126,31.18,26.10,25.93,28.17,89,309.75,23.11,411.82,1
127,32.57,24.56,25.47,28.00,88,312.01,51.12,415.94,0
128,31.85,26.15,27.63,25.59,87,316.20,76.71,420.10,0
129,34.88,29.83,27.45,25.86,86,319.05,102.57,424.30,0
130,40.12,32.54,28.56,28.21,85,318.14,130.78,428.54,0
131,35.58,27.01,26.73,26.54,84,314.16,157.33,432.83,0
132,38.28,27.27,25.66,26.58,83,315.86,183.91,437.15,0
133,38.90,32.50,24.87,27.61,82,317.44,211.51,441.53,0
134,34.54,26.83,24.69,26.33,81,313.43,237.84,445.94,0
135,33.38,33.03,23.91,25.55,80,315.26,263.38,450.40,0
136,34.58,28.59,24.32,26.54,79,310.46,289.93,454.90,0
137,33.82,29.08,24.74,27.14,78,310.06,7.01,459.45,1
138,36.18,30.57,25.98,26.10,77,309.08,33.12,464.05,0
139,42.45,29.99,26.05,24.77,76,306.35,57.89,468.69,0
140,34.67,29.22,27.23,26.65,75,304.00,84.53,473.38,0
141,39.20,30.51,27.79,27.59,74,302.25,112.12,478.11,0
142,32.00,25.70,26.65,27.62,73,298.92,139.75,482.89,0
143,40.22,33.43,26.48,28.36,72,300.54,168.11,487.72,0
144,35.70,31.54,25.52,26.75,71,293.81,194.86,492.60,0
145,35.58,33.92,25.77,27.04,70,288.50,221.90,497.52,0
146,31.49,23.46,26.00,25.93,69,280.04,247.83,502.50,0
147,34.16,33.41,26.93,24.77,68,282.24,272.60,507.52,0
148,30.95,24.35,25.57,25.59,67,273.71,24.49,512.60,1
149,29.20,26.65,24.48,25.09,66,274.29,49.58,517.72,0
150,27.44,21.04,25.48,25.97,65,272.41,75.55,522.90,0
151,26.28,22.43,25.09,23.28,64,276.51,98.83,528.13,0
152,25.09,23.55,25.03,24.07,63,279.49,122.91,533.41,0
153,29.03,24.45,25.34,24.58,62,281.53,147.48,538.75,0
154,31.92,27.84,25.02,24.94,61,282.79,172.43,544.13,0
155,26.57,25.00,24.17,23.87,60,280.45,196.30,549.57,0
156,29.72,27.18,24.15,24.40,59,280.99,220.70,555.07,0
157,28.71,25.43,24.20,23.73,58,279.18,244.43,560.62,0
158,28.96,23.36,22.39,23.33,57,279.13,267.76,566.23,0
159,28.81,25.62,23.45,25.02,56,281.34,11.43,571.89,1
160,28.61,22.96,23.27,25.82,55,281.30,37.25,577.61,0
161,26.53,21.01,23.83,24.42,54,284.16,61.67,583.38,0
162,25.17,21.33,23.49,25.08,53,289.47,86.76,589.22,0
163,26.18,21.17,25.74,25.60,52,294.95,112.36,595.11,0
164,28.69,20.87,25.96,25.05,51,301.16,137.41,601.06,0
165,33.69,26.75,25.46,25.47,50,308.31,162.88,607.07,0
166,31.25,24.13,23.76,23.46,49,309.72,186.34,613.14,0
167,35.16,31.36,24.34,24.60,48,314.15,210.93,619.27,0
168,41.18,34.46,24.10,26.37,47,311.07,237.30,625.47,0
169,39.66,32.40,24.74,28.18,46,304.28,265.48,631.72,0
170,42.64,32.48,25.47,29.44,45,299.06,294.92,638.04,0
171,38.11,34.62,25.03,30.16,44,293.23,31.85,644.42,1
172,32.56,28.14,26.25,29.06,43,284.47,60.91,650.86,0
173,29.97,26.19,26.16,28.42,42,281.97,89.33,657.37,0
174,28.84,25.03,25.60,28.42,41,281.35,117.75,663.95,0
175,30.81,25.33,25.86,25.70,40,281.95,143.45,670.58,0
176,33.54,27.18,26.39,24.62,39,282.28,168.07,677.29,0
177,30.00,26.72,26.79,25.04,38,280.61,193.11,684.06,0
178,28.94,22.16,27.03,24.10,37,279.28,217.21,690.90,0
179,25.67,22.18,26.20,25.09,36,282.83,242.30,697.81,0
180,28.76,23.57,24.19,23.81,35,286.72,266.11,704.79,0
181,26.49,19.79,22.18,23.88,34,289.47,0.52,711.84,1
182,25.69,18.16,23.87,24.96,33,296.65,25.48,718.96,0
183,26.59,18.77,23.39,23.85,32,306.34,49.33,726.15,0
184,32.17,30.90,23.72,25.37,31,316.32,74.70,733.41,0
185,30.14,23.18,22.80,27.38,30,313.97,102.08,740.74,0
186,28.98,24.71,22.34,26.83,29,319.86,128.91,748.15,0
187,36.69,29.10,23.17,25.19,28,324.68,154.10,755.63,0
188,40.94,33.25,23.42,26.07,27,325.14,180.17,763.19,0
189,40.59,32.90,22.89,27.36,26,321.07,207.53,770.82,0
190,34.28,28.59,21.23,27.48,25,316.99,235.01,778.53,0
191,35.75,30.24,22.32,25.95,24,317.24,260.96,786.31,0
192,36.54,28.05,22.21,25.81,23,315.70,286.77,794.18,0
193,40.48,31.75,22.49,26.91,22,316.42,313.69,802.12,0
194,36.13,29.90,23.01,27.27,21,313.13,27.83,810.14,1
195,37.94,28.73,23.44,25.51,20,311.55,53.34,818.24,0
196,39.45,33.52,23.21,23.88,19,311.10,77.22,826.42,0
197,35.43,25.65,23.68,24.13,18,305.35,101.35,834.69,0
198,37.08,30.06,23.66,25.80,17,307.67,127.15,843.03,0
199,35.38,26.66,25.78,25.51,16,305.36,152.66,851.46,0
200,32.94,29.47,26.05,26.15,15,306.58,178.81,859.98,0
201,31.07,27.64,25.03,25.66,14,304.81,204.47,868.58,0
202,31.22,28.30,24.43,24.21,13,304.89,228.68,877.27,0
203,34.30,26.55,24.20,25.73,12,304.25,254.41,886.04,0
204,35.55,30.34,24.79,26.26,11,305.47,280.67,894.90,0
205,29.57,23.86,25.22,29.56,10,302.65,7.58,903.85,1
206,37.07,32.11,26.35,27.59,9,306.67,35.17,912.89,0
207,34.91,29.49,25.10,26.20,8,302.01,61.37,922.01,0
208,34.37,31.33,23.92,27.10,7,299.78,88.47,931.23,0
209,40.51,35.03,21.54,27.91,6,295.29,116.38,940.55,0
210,35.86,28.17,23.18,28.44,5,286.28,144.82,949.95,0
211,37.98,27.47,24.00,27.00,4,283.92,171.83,959.45,0
212,38.25,29.72,23.28,26.79,3,282.10,198.62,969.05,0
213,39.30,30.79,24.23,25.65,2,277.63,224.27,978.74,0
214,41.05,30.41,23.63,25.41,1,271.52,249.68,988.52,0
215,39.77,33.11,23.61,24.93,1,272.68,1.93,988.31,1
216,30.78,23.09,23.93,25.04,1,273.98,26.98,988.09,0
217,26.99,23.18,24.88,25.04,1,275.06,52.02,987.87,0
218,28.80,23.82,25.77,24.19,1,275.20,76.21,987.65,0
219,26.38,20.85,26.48,26.01,1,274.37,102.22,987.43,0
220,27.32,21.25,25.78,25.21,1,272.68,127.44,987.20,0
221,27.44,25.08,25.68,26.16,1,271.59,153.60,986.98,0
222,25.74,23.87,24.72,25.49,1,270.50,179.09,986.74,0
223,27.50,22.08,25.28,25.80,1,270.36,204.89,986.51,0
224,26.22,20.84,24.63,25.97,1,269.59,230.86,986.28,0
225,25.00,24.66,25.69,25.89,1,269.45,256.75,986.04,0
226,24.59,24.55,23.53,24.99,1,268.14,13.60,985.80,1
227,28.74,20.98,22.82,25.74,1,269.07,39.34,985.56,0
228,27.62,19.80,21.86,27.19,1,270.87,66.54,985.31,0
229,24.97,21.29,22.84,23.67,1,273.91,90.21,985.07,0
230,25.96,23.68,22.91,22.67,1,276.18,112.88,984.82,0
231,26.45,22.49,24.83,25.23,1,278.60,138.11,984.57,0
232,25.70,25.35,24.85,24.72,1,279.14,162.83,984.31,0
233,22.69,19.57,26.23,24.94,1,279.72,187.77,984.05,0
234,23.39,19.33,25.51,22.07,1,278.84,209.84,983.80,0
235,24.92,23.84,24.88,22.47,1,278.66,232.31,983.53,0
236,24.51,17.40,24.94,22.28,1,279.15,254.58,983.27,0
237,29.17,26.41,25.23,23.05,1,279.63,277.64,983.00,0
238,26.94,22.40,25.45,22.57,1,279.84,20.36,982.73,1
239,30.56,23.86,26.52,22.87,1,279.83,43.23,982.46,0
240,28.38,24.33,26.36,24.20,1,278.64,67.43,982.18,0
241,28.01,21.34,25.60,24.99,1,277.51,92.41,981.91,0
242,27.55,23.25,26.60,24.57,1,277.10,116.98,981.62,0
243,26.87,21.67,27.29,25.47,1,275.55,142.45,981.34,0
244,26.61,26.83,26.37,24.74,1,273.09,167.19,981.05,0
245,25.53,20.65,25.10,23.77,1,271.39,190.97,980.76,0
246,25.72,21.01,24.51,26.44,1,270.93,217.41,980.47,0
247,30.51,24.48,25.67,25.13,1,271.05,242.54,980.18,0
248,31.21,26.18,22.94,26.95,1,269.92,269.49,979.88,0
249,29.68,26.73,24.32,26.32,1,271.67,24.14,979.58,1
250,28.45,23.89,22.93,27.57,1,272.08,51.71,979.27,0
251,26.92,21.79,23.89,26.27,1,274.07,77.98,978.97,0
252,35.54,26.48,25.52,28.01,1,275.21,105.99,978.66,0
253,35.46,27.10,23.55,25.48,1,274.65,131.47,978.34,0
254,31.45,23.90,23.74,26.34,1,276.21,157.81,978.03,0
255,30.49,27.80,25.02,26.42,1,277.71,184.23,977.71,0
256,33.24,23.11,26.17,26.45,1,277.96,210.67,977.38,0
257,26.67,19.48,25.69,25.28,1,276.97,235.96,977.06,0
258,20.12,17.16,24.77,25.25,1,276.41,261.21,976.73,0
259,24.01,18.46,26.46,24.20,1,276.81,8.60,976.39,1
260,29.30,24.59,26.78,25.44,1,275.38,34.04,976.06,0
261,28.07,23.09,26.50,27.00,1,273.46,61.04,975.72,0
262,27.10,24.02,25.74,24.68,1,271.66,85.71,975.38,0
263,29.90,23.14,25.13,25.50,1,270.51,111.21,975.03,0
264,28.19,26.13,24.15,24.94,1,269.92,136.15,974.68,0
265,27.64,25.96,23.94,24.52,1,270.35,160.67,974.33,0
266,24.86,18.90,22.82,23.61,1,271.05,184.28,973.97,0
267,20.76,21.70,22.69,24.08,1,273.05,208.35,973.61,0
268,18.19,18.74,25.53,22.95,1,275.39,231.31,973.25,0
269,19.72,13.96,24.53,21.18,1,274.85,252.49,972.88,0
270,26.07,23.08,22.56,22.30,1,275.35,274.79,972.51,0
271,19.47,17.73,22.64,20.57,1,278.07,17.29,972.13,1
272,21.10,16.33,23.94,20.65,1,280.97,37.94,971.75,0
273,19.92,17.47,24.30,21.72,1,282.74,59.66,971.37,0
274,30.29,25.59,26.69,23.41,1,284.29,83.07,970.98,0
275,33.49,31.27,28.76,24.59,1,283.36,107.66,970.59,0
276,35.06,27.06,27.33,25.01,1,280.05,132.67,970.20,0
277,33.70,29.53,27.04,26.07,1,278.00,158.74,969.80,0
278,34.27,25.57,27.31,24.68,1,276.05,183.41,969.40,0
279,32.00,26.43,26.45,23.03,1,273.62,206.44,968.99,0
280,26.58,19.74,24.93,24.42,1,271.89,230.86,968.58,0
281,22.49,20.79,27.24,24.78,1,271.65,255.64,968.17,0
282,28.12,23.22,24.98,23.37,1,268.85,10.17,967.75,1
283,21.62,21.30,26.49,21.76,1,268.26,31.92,967.33,0
284,22.23,23.02,25.50,23.71,1,265.94,55.64,966.90,0
285,21.81,18.17,24.31,24.67,1,264.49,80.31,966.47,0
286,24.13,18.54,23.83,26.61,1,264.19,106.92,966.04,0
287,26.58,19.87,22.98,25.52,1,264.40,132.44,965.60,0
288,26.97,22.92,24.04,24.85,1,265.57,157.30,965.15,0
289,26.14,22.55,24.49,24.37,1,265.68,181.67,964.70,0
290,30.84,27.14,25.29,25.99,1,265.31,207.66,964.25,0
291,27.15,25.17,25.04,23.89,1,264.03,231.55,963.79,0
292,26.54,21.21,24.81,24.17,1,262.89,255.72,963.33,0
293,22.36,20.09,23.69,24.09,1,261.89,17.92,962.87,1
294,20.33,17.90,25.87,22.93,1,262.01,40.85,962.39,0
295,22.38,16.44,23.47,22.16,1,259.76,63.01,961.92,0
296,25.05,17.74,22.52,22.60,1,259.92,85.62,961.44,0
297,24.48,22.78,23.20,21.63,1,261.13,107.25,960.95,0
298,21.92,19.86,23.66,23.57,1,261.73,130.82,960.46,0
299,24.22,21.34,24.40,22.05,1,261.87,152.87,959.97,0
300,24.90,20.11,24.46,23.86,1,261.22,176.73,959.47,0
