# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
93,25.97,25.38,24.28,24.81,5,287.17,64.92,964.15,0
94,33.26,26.38,26.70,26.63,4,287.97,91.55,973.79,0
95,32.87,28.43,28.25,25.88,3,287.75,117.42,983.53,0
96,31.79,30.89,26.69,26.24,2,285.25,143.66,993.36,0
97,27.78,23.79,21.80,24.60,1,279.80,168.26,1003.30,0
98,28.84,29.68,23.85,26.68,1,283.80,194.94,1003.23,0
99,29.88,25.77,25.45,26.06,1,285.94,221.00,1003.16,0
100,32.10,27.00,27.83,23.71,1,286.54,244.71,1003.09,0
101,33.22,27.34,30.03,25.97,1,284.58,270.68,1003.02,0
102,30.69,23.43,25.55,24.54,1,280.00,15.22,1002.95,1
103,32.30,24.57,29.52,24.76,1,279.90,39.98,1002.88,0
104,28.69,26.42,24.53,24.90,1,275.42,64.88,1002.81,0
105,27.19,18.08,25.40,25.80,1,275.98,90.69,1002.74,0
106,30.96,25.44,25.75,27.02,1,275.65,117.71,1002.67,0
107,34.88,29.45,25.93,26.48,1,274.89,144.20,1002.59,0
108,30.53,23.57,25.35,27.70,1,273.86,171.90,1002.52,0
109,30.19,24.20,28.03,26.95,1,273.36,198.85,1002.45,0
110,29.93,24.40,26.41,26.96,1,269.86,225.81,1002.37,0
111,31.17,25.91,27.89,26.90,6,269.91,252.71,953.27,0
112,34.23,31.45,29.96,25.52,5,268.40,9.83,962.81,1
113,30.16,25.49,25.90,26.42,4,260.65,36.25,972.43,0
114,29.89,25.92,25.66,26.32,3,258.67,62.56,982.16,0
115,30.08,28.96,24.74,24.74,2,256.02,87.31,991.98,0
116,28.87,23.64,23.28,24.74,1,249.77,112.05,1001.90,0
117,33.93,28.78,28.57,26.03,1,249.14,138.07,1001.82,0
118,35.72,27.88,29.19,25.08,1,242.63,163.15,1001.74,0
119,29.66,24.88,24.76,25.60,1,234.78,188.75,1001.66,0
120,29.22,20.08,20.27,25.45,1,231.03,214.20,1001.57,0
121,23.62,19.23,21.24,25.13,1,231.83,7.50,1001.49,1
122,19.33,16.64,19.29,23.04,1,231.65,30.53,1001.40,0
123,24.61,21.42,23.30,23.77,15,236.56,54.30,869.98,0
124,26.51,23.59,22.17,24.94,14,236.65,79.24,878.68,0
125,17.74,14.64,15.78,24.37,13,234.38,103.62,887.47,0
126,17.78,18.02,18.50,25.66,12,241.71,129.28,896.34,0
127,22.99,21.47,22.78,23.77,11,246.06,153.05,905.30,0
128,18.39,16.15,16.29,21.05,10,247.04,174.10,914.36,0
129,18.00,16.93,13.53,21.56,9,253.98,195.66,923.50,0
130,18.26,18.70,16.55,21.31,8,260.76,216.97,932.74,0
131,21.05,19.81,15.07,22.91,7,266.26,239.89,942.06,0
132,23.15,21.45,21.52,23.09,6,271.10,262.98,951.48,0
133,27.40,22.51,25.09,24.01,5,274.62,12.37,961.00,1
134,31.96,29.66,27.95,25.77,4,277.32,38.13,970.61,0
135,27.97,24.12,23.97,24.24,3,272.43,62.37,980.31,0
136,22.68,21.47,18.08,23.26,2,273.14,85.63,990.12,0
137,26.87,26.23,22.30,21.86,1,276.84,107.49,1000.02,0
138,24.32,19.35,23.04,22.58,1,279.99,130.06,999.92,0
139,27.25,20.75,23.83,24.25,1,282.64,154.31,999.82,0
140,24.58,20.00,25.81,22.55,23,286.35,176.86,801.15,0
141,29.69,27.61,26.93,25.35,22,292.98,202.22,809.16,0
142,30.22,23.47,26.57,24.59,21,291.90,226.81,817.25,0
143,37.06,30.97,27.36,25.50,20,295.28,252.31,825.42,0
144,37.70,34.05,33.23,23.45,19,290.74,275.76,833.68,0
145,36.09,27.50,31.42,25.40,18,282.35,18.81,842.01,1
146,33.83,24.96,25.12,24.96,17,280.33,43.77,850.43,0
147,32.35,29.49,24.44,26.18,16,280.91,69.96,858.94,0
148,31.19,27.15,27.01,26.54,15,276.56,96.50,867.53,0
149,35.63,29.87,27.62,26.74,14,274.35,123.24,876.20,0
150,36.22,29.34,26.29,27.39,13,268.93,150.64,884.96,0
151,33.64,28.62,27.19,26.62,12,263.54,177.25,893.81,0
152,37.77,32.58,29.55,25.46,11,258.42,202.71,902.75,0
153,37.70,31.43,29.34,25.85,10,248.43,228.56,911.78,0
154,26.62,20.86,20.68,24.68,9,238.69,14.55,920.90,1
155,22.61,18.92,18.30,22.18,8,239.62,36.73,930.11,0
156,23.04,19.52,20.27,24.02,7,242.78,60.74,939.41,0
157,23.80,23.55,18.76,21.43,6,245.58,82.18,948.80,0
158,21.68,16.51,15.61,22.28,5,244.23,104.46,958.29,0
159,23.28,20.69,18.81,21.25,4,250.50,125.71,967.87,0
160,32.58,24.41,24.56,23.76,3,252.79,149.47,977.55,0
161,31.89,27.49,24.75,25.94,2,251.21,175.41,987.33,0
162,28.00,22.14,24.94,25.83,1,246.09,201.23,997.20,0
163,28.64,22.16,20.16,26.14,2,245.27,227.37,987.07,0
164,25.55,23.51,23.90,24.20,1,245.42,6.15,996.94,1
165,26.89,24.94,22.65,24.11,1,243.67,30.27,996.81,0
166,22.98,18.65,20.07,21.70,1,243.13,51.97,996.68,0
167,27.86,21.88,25.52,22.81,1,245.36,74.78,996.55,0
168,23.58,16.85,20.20,22.98,14,244.20,97.75,873.86,0
169,19.93,17.27,16.76,24.69,13,250.09,122.44,882.60,0
170,24.35,18.21,20.05,25.88,12,256.10,148.32,891.43,0
171,20.91,17.91,18.61,25.67,11,261.68,173.99,900.34,0
172,21.01,19.45,18.61,24.58,10,268.15,198.57,909.34,0
173,15.62,16.05,14.07,23.34,9,273.58,221.91,918.44,0
174,17.35,18.50,14.22,22.98,8,283.28,244.89,927.62,0
175,25.81,23.01,24.28,23.08,7,291.26,267.97,936.90,0
176,29.81,21.29,24.12,23.70,6,295.07,291.67,946.27,0
177,29.37,26.31,23.35,23.40,5,301.16,13.90,955.73,1
178,24.86,23.00,17.26,24.06,4,302.34,37.96,965.29,0
179,28.07,26.60,23.88,24.45,3,307.28,62.42,974.94,0
180,30.28,25.65,23.62,22.14,2,308.75,84.56,984.69,0
181,37.79,32.69,30.14,22.44,1,311.41,107.00,994.54,0
182,38.29,30.70,33.35,23.94,1,309.40,130.93,994.38,0
183,38.58,31.46,36.20,24.25,1,303.66,155.18,994.22,0
184,37.31,29.81,28.25,24.37,25,297.74,179.55,779.51,0
185,41.40,31.39,34.14,26.14,24,294.72,205.69,787.30,0
186,37.97,28.65,29.64,27.05,23,289.67,232.75,795.18,0
187,33.31,25.50,24.64,25.89,22,287.12,258.64,803.13,0
188,27.90,23.75,24.32,23.17,21,287.78,281.81,811.16,0
189,30.72,26.04,25.75,22.85,20,290.43,14.22,819.27,1
190,26.94,22.72,21.02,23.61,19,290.84,37.83,827.46,0
191,25.85,20.70,20.92,23.63,18,294.92,61.45,835.74,0
192,30.23,23.78,23.99,24.93,17,301.65,86.39,844.10,0
193,36.95,30.67,23.54,24.21,16,305.66,110.60,852.54,0
194,35.39,29.68,28.13,24.12,15,302.48,134.72,861.06,0
195,42.77,31.71,36.02,25.61,14,300.09,160.33,869.67,0
196,33.74,31.69,32.87,26.72,13,295.22,187.04,878.37,0
197,37.20,31.47,33.58,25.03,12,289.88,212.07,887.15,0
198,37.38,30.34,26.49,24.49,11,284.25,236.56,896.02,0
199,34.30,27.34,25.51,24.97,10,279.29,261.52,904.99,0
200,32.10,26.70,27.92,24.34,9,277.15,8.71,914.03,1
201,28.51,22.11,21.14,25.36,8,275.50,34.06,923.18,0
202,25.16,21.46,19.76,23.52,7,278.73,57.59,932.41,0
203,24.38,21.97,22.16,25.25,6,283.00,82.84,941.73,0
204,25.93,25.12,25.80,24.42,5,287.13,107.26,951.15,0
205,24.35,22.92,17.37,23.37,4,288.21,130.63,960.66,0
206,26.51,20.22,19.22,23.18,3,291.81,153.80,970.27,0
207,25.70,26.34,21.32,24.86,2,298.76,178.66,979.97,0
208,22.36,21.72,22.75,24.64,1,299.66,203.30,989.77,0
209,26.01,24.65,19.46,24.80,2,309.79,228.11,979.57,0
210,28.03,22.18,25.42,24.78,1,313.66,252.88,989.36,0
211,31.07,23.83,28.61,23.88,1,317.07,276.76,989.16,0
212,33.94,26.88,28.08,23.80,15,321.18,300.56,857.61,0
213,36.37,30.65,30.02,26.46,14,323.73,3.29,866.19,1
214,36.73,27.23,26.19,23.65,13,322.39,26.95,874.85,0
215,43.05,32.87,34.95,25.07,12,324.67,52.02,883.60,0
216,45.11,33.91,32.34,25.02,11,320.98,77.03,892.43,0
217,46.18,35.85,35.99,25.55,10,315.78,102.59,901.36,0
218,36.05,27.32,28.03,25.58,9,307.93,128.17,910.37,0
219,34.88,27.71,20.07,26.10,8,308.67,154.26,919.47,0
220,37.03,29.65,31.50,26.34,7,309.06,180.60,928.67,0
221,41.61,31.33,31.76,28.61,6,307.35,209.21,937.96,0
222,36.81,28.75,32.51,27.20,5,303.62,236.41,947.33,0
223,34.69,30.45,27.03,25.77,4,302.35,262.18,956.81,0
224,36.94,30.90,29.49,25.52,3,299.09,287.70,966.38,0
225,32.92,29.04,23.68,26.84,2,295.01,19.53,976.04,1
226,31.34,22.77,22.57,26.87,1,292.57,46.40,985.80,0
227,32.21,23.36,26.32,25.73,1,297.00,72.13,985.56,0
228,30.50,25.87,24.36,24.41,3,300.81,96.54,965.41,0
229,32.67,26.58,24.88,25.10,2,302.44,121.64,975.07,0
230,36.80,30.73,31.45,26.88,1,303.44,148.52,984.82,0
231,36.83,33.04,33.17,27.02,1,299.19,175.54,984.57,0
232,42.42,33.16,32.63,28.44,1,292.62,203.98,984.31,0
233,31.04,25.70,21.57,26.45,1,285.99,230.43,984.05,0
234,29.89,25.62,24.90,25.07,1,290.86,255.50,983.80,0
235,26.88,24.90,27.57,25.61,1,292.56,281.11,983.53,0
236,28.38,22.15,26.09,24.81,1,291.49,14.43,983.27,1
237,29.10,26.08,26.89,26.14,1,291.95,40.56,983.00,0
238,27.24,23.98,21.83,24.89,1,291.56,65.45,982.73,0
239,30.03,24.00,24.23,24.28,1,296.71,89.74,982.46,0
240,29.46,25.10,26.03,23.36,1,299.73,113.10,982.18,0
241,31.42,25.86,28.37,24.98,1,301.07,138.08,981.91,0
242,25.91,21.08,24.95,25.67,1,299.97,163.75,981.62,0
243,32.89,28.26,28.20,26.47,27,306.58,190.21,751.11,0
244,29.62,28.62,25.11,23.20,26,306.15,213.41,758.62,0
245,35.83,27.77,31.19,25.02,25,305.28,238.43,766.21,0
246,32.10,27.01,29.36,23.49,24,305.26,261.92,773.87,0
247,37.95,31.35,32.20,25.64,23,306.08,287.57,781.61,0
248,35.96,31.79,28.15,25.22,22,302.20,10.58,789.42,1
249,37.48,31.05,31.44,24.97,21,297.46,35.55,797.32,0
250,31.27,24.50,24.02,26.94,20,293.05,62.49,805.29,0
251,30.47,24.05,30.70,27.04,19,295.42,89.53,813.34,0
252,36.43,28.68,28.64,27.22,18,298.50,116.74,821.48,0
253,37.37,37.08,27.81,25.54,17,296.80,142.29,829.69,0
254,40.52,30.44,30.23,24.51,16,285.69,166.80,837.99,0
255,38.21,34.66,29.20,23.72,15,280.77,190.52,846.37,0
256,29.59,25.30,26.26,23.24,14,270.72,213.76,854.83,0
257,28.21,26.24,26.16,24.11,13,269.97,237.87,863.38,0
258,31.48,24.70,26.34,24.82,12,268.10,262.70,872.01,0
259,28.99,24.09,25.51,24.46,11,267.74,19.42,880.73,1
260,21.77,19.05,19.09,23.94,10,268.01,43.36,889.54,0
261,24.78,19.15,18.21,22.59,9,273.86,65.95,898.44,0
262,21.23,18.62,16.61,22.53,8,280.18,88.48,907.42,0
263,23.77,22.24,17.24,20.83,7,287.72,109.31,916.50,0
264,25.61,21.05,21.60,21.46,6,292.03,130.77,925.66,0
265,32.14,29.38,24.50,22.38,5,298.07,153.14,934.92,0
266,38.37,30.35,28.74,24.83,4,295.56,177.97,944.27,0
267,38.51,28.97,31.57,26.32,3,291.73,204.30,953.71,0
268,34.82,32.15,24.74,25.44,2,289.04,229.74,963.25,0
269,29.22,24.26,23.94,23.66,1,282.58,253.41,972.88,0
270,27.50,22.22,21.68,24.21,1,284.50,277.62,972.51,0
271,30.44,24.07,26.69,22.47,1,289.11,10.98,972.13,1
272,27.50,24.43,22.08,23.17,2,291.01,34.15,961.75,0
273,31.88,31.48,27.03,23.64,1,293.23,57.79,971.37,0
274,32.96,27.24,29.39,24.97,1,292.82,82.76,970.98,0
275,31.98,26.87,30.47,25.47,1,289.78,108.23,970.59,0
276,30.80,23.07,22.81,24.95,1,285.23,133.17,970.20,0
277,35.03,29.85,27.88,24.99,1,288.67,158.16,969.80,0
278,35.34,28.94,29.89,26.80,1,286.86,184.97,969.40,0
279,29.58,24.14,25.96,25.66,1,282.67,210.63,968.99,0
280,26.69,21.87,23.89,25.49,1,282.38,236.12,968.58,0
281,28.51,24.54,23.33,25.80,7,287.31,261.92,909.64,0
282,31.41,27.67,29.17,26.03,6,289.05,287.95,918.73,0
283,36.72,29.09,29.54,28.71,5,287.53,29.13,927.92,1
284,33.99,25.20,28.66,25.91,4,284.28,55.04,937.20,0
285,31.48,27.24,21.83,25.44,3,284.99,80.48,946.57,0
286,33.49,28.75,24.86,25.52,2,283.52,106.00,956.04,0
287,35.80,27.65,28.63,26.15,1,280.24,132.14,965.60,0
288,34.43,28.04,26.38,25.84,1,276.77,157.99,965.15,0
289,37.82,30.10,27.54,26.13,1,275.43,184.12,964.70,0
290,40.10,32.36,34.44,27.09,1,272.68,211.21,964.25,0
291,32.48,25.99,26.83,29.36,1,262.06,240.57,963.79,0
292,32.81,26.99,25.11,28.89,1,258.75,10.71,963.33,1
293,28.28,23.14,22.63,27.93,1,257.00,38.64,962.87,0
294,24.01,19.45,21.79,26.95,1,257.80,65.59,962.39,0
295,22.29,17.69,19.28,25.19,1,259.61,90.78,961.92,0
296,23.59,20.09,20.60,24.66,1,264.37,115.44,961.44,0
297,23.94,20.88,20.67,25.97,1,268.14,141.41,960.95,0
298,24.01,18.52,18.69,27.08,1,272.22,168.49,960.46,0
299,27.66,24.50,27.05,28.54,1,278.88,197.03,959.97,0
300,24.01,16.78,23.82,24.79,1,277.02,221.82,959.47,0
