# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
32,30.78,27.83,25.10,25.05,5,320.60,209.54,967.08,0
33,31.33,26.00,27.20,25.17,4,322.05,234.71,976.75,0
34,31.50,27.75,25.20,25.72,3,325.65,260.43,986.52,0
35,36.63,32.32,30.06,27.48,2,327.69,287.91,996.38,0
36,42.87,36.59,37.46,28.20,1,324.90,316.11,1006.35,0
37,45.33,32.60,34.66,29.07,1,316.19,28.99,1006.31,1
38,47.60,35.33,33.99,28.64,2,311.02,57.63,996.27,0
39,35.79,27.52,30.96,27.44,1,303.26,85.07,1006.24,0
40,36.85,31.92,28.92,27.55,8,305.57,112.62,938.24,0
41,37.48,29.41,30.28,26.40,7,301.02,139.02,947.63,0
42,38.63,31.24,32.50,25.71,6,298.77,164.74,957.10,0
43,37.23,30.49,27.78,25.26,5,294.28,190.00,966.67,0
44,32.69,28.55,28.31,24.83,4,290.17,214.83,976.34,0
45,27.81,22.70,23.26,24.19,3,287.78,239.02,986.10,0
46,29.34,26.33,20.97,24.18,2,291.59,263.20,995.96,0
47,26.19,20.28,20.89,25.75,1,291.78,288.96,1005.92,0
48,20.82,17.52,21.44,25.96,1,297.98,16.93,1005.88,1
49,26.31,20.62,21.63,27.13,1,304.19,44.06,1005.84,0
50,34.89,30.43,27.55,25.52,2,313.70,69.58,995.80,0
51,33.08,29.60,22.01,25.46,1,311.59,95.04,1005.76,0
52,38.74,29.47,33.41,25.05,1,318.55,120.08,1005.72,0
53,40.32,30.53,32.86,26.40,1,313.65,146.49,1005.67,0
54,34.54,28.83,30.42,26.22,1,308.86,172.70,1005.63,0
55,38.73,29.19,30.77,24.35,1,306.28,197.05,1005.59,0
56,37.08,29.10,31.94,25.21,1,303.07,222.26,1005.54,0
57,37.14,29.80,33.95,24.06,1,298.24,246.33,1005.50,0
58,38.10,30.50,32.38,25.62,83,294.21,271.94,442.10,0
59,41.00,32.50,33.53,29.44,82,290.08,301.39,446.52,0
60,34.04,29.83,26.52,29.59,81,283.34,330.98,450.99,0
61,34.32,28.10,28.66,29.75,80,278.85,360.73,455.50,0
62,32.39,24.47,25.32,27.70,79,275.83,388.43,460.05,0
63,39.87,31.62,31.78,28.26,78,276.50,416.68,464.66,0
64,34.86,26.91,28.26,26.63,77,269.37,443.31,469.30,0
65,33.30,28.71,28.67,24.17,76,266.70,467.48,473.99,0
66,35.50,28.84,28.85,23.88,75,261.79,491.36,478.73,0
67,31.68,24.97,25.62,24.86,74,256.25,516.23,483.52,0
68,31.86,33.25,26.89,23.65,73,254.42,539.88,488.36,0
69,26.27,19.57,24.74,24.49,72,243.28,564.36,493.24,0
70,21.83,17.76,19.31,25.49,71,246.08,589.86,498.17,0
71,20.23,19.03,20.15,24.92,70,251.15,614.78,503.15,0
72,17.05,16.06,16.64,24.69,69,255.33,639.47,508.19,0
73,19.06,19.62,15.46,24.75,68,263.19,664.22,513.27,0
74,21.49,21.99,19.70,25.44,67,267.92,689.66,518.40,0
75,21.47,21.22,17.74,26.81,66,270.52,716.47,523.59,0
76,22.96,20.74,21.93,25.53,65,274.24,742.00,528.82,0
77,24.44,25.42,18.88,25.41,64,278.85,767.40,534.11,0
78,25.30,24.12,22.78,23.73,63,278.77,791.13,539.45,0
79,26.20,24.45,19.09,25.87,62,280.12,817.00,544.84,0
80,26.94,24.40,24.35,24.24,61,281.24,841.25,550.29,0
81,31.86,30.22,24.76,23.85,60,282.52,865.10,555.80,0
82,29.60,25.09,22.24,22.75,59,277.53,887.84,561.35,0
83,27.14,24.14,26.83,21.29,58,277.68,909.13,566.97,0
84,32.92,28.99,26.74,21.43,57,278.89,930.56,572.64,0
85,26.91,23.94,21.73,21.69,56,274.89,952.25,578.36,0
86,28.35,23.10,23.07,23.51,55,276.05,975.76,584.15,0
87,27.40,25.76,21.46,25.53,54,278.25,1001.29,589.99,0
88,26.07,21.65,25.58,23.88,53,277.73,1025.17,595.89,0
89,25.05,20.32,20.93,24.40,52,281.68,1049.57,601.85,0
90,23.68,23.33,21.49,24.93,51,287.50,1074.50,607.87,0
91,23.53,20.40,20.31,23.33,50,290.58,1097.82,613.94,0
92,24.63,23.47,21.50,23.75,49,297.20,824.37,620.08,1
93,27.21,22.75,20.43,23.24,48,301.11,546.50,626.29,1
94,30.87,28.11,26.28,23.71,47,306.19,264.03,632.55,1
95,34.24,30.08,27.85,24.00,46,305.88,288.03,638.87,0
96,34.30,28.42,25.76,22.93,45,303.38,7.58,645.26,1
97,32.84,29.59,24.01,23.65,44,302.46,31.23,651.71,0
98,28.62,26.07,22.69,24.98,43,300.16,56.20,658.23,0
99,30.17,25.84,21.80,25.94,42,301.49,82.15,664.81,0
100,31.16,24.52,26.73,26.72,41,303.22,108.87,671.46,0
101,32.18,28.75,26.04,26.31,40,306.57,135.17,678.18,0
102,34.59,26.45,27.38,27.42,39,305.60,162.60,684.96,0
103,30.66,25.64,19.46,27.16,38,307.07,189.75,691.81,0
104,28.89,25.66,22.85,27.13,37,309.57,216.89,698.73,0
105,31.38,29.98,26.26,26.67,36,312.30,243.56,705.71,0
106,35.52,27.44,26.98,26.03,35,310.55,269.59,712.77,0
107,29.17,27.54,25.89,23.50,34,311.42,293.08,719.90,0
108,31.11,26.19,25.33,25.02,33,312.27,5.84,727.10,1
109,32.60,29.30,23.40,25.30,32,314.69,31.14,734.37,0
110,30.48,25.82,26.99,24.79,31,313.93,55.93,741.71,0
111,33.35,26.86,29.97,23.99,30,316.93,79.92,749.13,0
112,30.17,27.45,27.42,24.04,29,319.07,103.96,756.62,0
113,32.22,27.66,24.26,23.75,28,320.78,127.72,764.19,0
114,37.18,29.21,28.53,23.86,27,322.43,151.57,771.83,0
115,37.91,32.40,31.52,24.77,26,322.54,176.34,779.55,0
116,38.30,33.53,26.78,26.55,25,319.16,202.90,787.34,0
117,41.19,32.95,32.15,26.04,24,314.19,228.94,795.22,0
118,37.98,32.16,31.90,26.09,23,309.37,255.03,803.17,0
119,34.39,29.19,26.05,26.40,22,304.93,281.44,811.20,0
120,32.73,28.45,23.83,25.95,21,303.32,4.07,819.31,1
121,32.80,27.76,25.10,26.51,20,302.36,30.59,827.50,0
122,31.47,26.90,26.25,24.52,19,302.05,55.10,835.78,0
123,28.93,26.07,27.62,26.33,18,302.67,81.43,844.14,0
124,29.93,28.04,25.00,25.14,17,304.26,106.58,852.58,0
125,31.35,24.45,25.16,24.07,16,303.85,130.65,861.10,0
126,36.09,28.23,32.19,24.59,15,307.34,155.24,869.72,0
127,31.04,23.47,26.79,25.93,14,307.02,181.17,878.41,0
128,30.26,28.48,22.80,25.11,13,311.90,206.28,887.20,0
129,33.34,30.72,25.47,26.40,12,311.76,232.68,896.07,0
130,31.14,27.02,25.86,24.14,11,309.14,256.82,905.03,0
131,35.45,31.08,30.11,26.50,10,310.33,283.32,914.08,0
132,33.08,26.23,25.81,25.90,9,307.17,2.04,923.22,1
133,33.34,28.23,26.62,24.45,8,309.04,26.49,932.45,0
134,31.74,28.02,26.44,23.05,7,308.89,49.54,941.78,0
135,32.11,28.14,26.85,24.70,6,308.96,74.24,951.20,0
136,36.00,27.64,31.33,24.96,5,308.90,99.20,960.71,0
137,38.28,29.62,29.64,24.60,4,309.39,123.80,970.31,0
138,40.59,35.94,30.29,24.95,3,307.74,148.75,980.02,0
139,39.99,35.67,34.12,24.94,2,298.98,173.69,989.82,0
140,37.19,31.56,32.34,24.81,1,289.64,198.51,999.72,0
141,34.84,29.65,27.54,26.07,1,283.03,224.57,999.61,0
142,32.55,27.84,28.66,25.89,1,281.03,250.46,999.51,0
143,28.49,22.83,25.31,24.74,1,277.61,275.21,999.40,0
144,27.90,23.92,26.03,25.83,8,278.66,301.04,931.34,0
145,31.39,28.49,27.58,23.97,7,280.21,325.01,940.66,0
146,29.06,22.39,23.23,24.47,6,276.89,349.47,950.06,0
147,28.21,21.11,24.06,23.60,5,279.96,373.07,959.56,0
148,28.70,27.41,25.68,24.43,4,284.73,397.50,969.16,0
149,31.26,29.72,23.96,24.88,3,283.05,422.38,978.85,0
150,27.14,22.71,21.74,24.75,2,278.66,447.13,988.64,0
151,22.87,20.80,18.75,23.02,1,281.55,470.16,998.53,0
152,28.97,24.40,24.57,23.86,1,289.08,494.02,998.41,0
153,24.24,19.61,21.16,24.24,1,290.96,518.26,998.30,0
154,24.73,22.81,21.03,25.67,1,296.78,247.15,998.18,1
155,23.08,20.17,19.56,26.67,1,303.33,273.82,998.06,0
156,29.08,22.49,25.90,25.86,1,312.15,299.68,997.94,0
157,31.33,24.95,25.17,24.70,1,314.87,9.52,997.82,1
158,36.08,29.95,29.76,24.73,1,318.67,34.24,997.70,0
159,42.38,32.69,35.32,24.15,1,317.81,58.39,997.58,0
160,39.19,32.00,31.44,23.94,1,310.74,82.33,997.45,0
161,41.17,31.31,30.38,26.06,1,307.23,108.39,997.33,0
162,37.25,31.45,31.82,27.06,1,304.54,135.45,997.20,0
163,37.17,29.49,24.77,26.60,1,299.99,162.05,997.07,0
164,39.81,30.77,32.44,26.80,1,302.74,188.84,996.94,0
165,40.50,34.42,36.24,26.68,1,297.33,215.53,996.81,0
166,34.71,27.76,26.77,26.93,1,287.20,242.45,996.68,0
167,32.01,26.90,27.56,26.63,1,286.48,269.08,996.55,0
168,31.91,25.75,27.38,25.89,1,284.81,294.97,996.41,0
169,31.54,26.28,25.03,27.63,1,283.18,322.60,996.28,0
170,33.81,27.59,26.50,27.61,1,283.96,350.21,996.14,0
171,29.34,25.12,23.89,27.10,1,283.21,377.31,996.00,0
172,34.40,23.56,29.69,25.87,1,285.26,403.18,995.86,0
173,35.53,29.41,27.84,27.83,1,281.12,431.01,995.72,0
174,31.55,22.54,23.89,25.74,1,278.60,456.75,995.58,0
175,33.47,27.46,27.91,27.52,1,280.19,484.27,995.43,0
176,34.06,28.99,26.93,25.84,1,277.50,510.11,995.29,0
177,29.38,24.45,26.89,25.71,1,275.63,535.83,995.14,0
178,27.51,20.77,21.12,26.23,1,273.61,562.06,994.99,0
179,21.59,15.06,18.28,23.58,1,277.74,585.63,994.84,0
180,22.23,17.16,22.11,25.59,1,285.41,611.22,994.69,0
181,24.31,20.31,22.68,26.34,1,289.63,637.56,994.54,0
182,32.91,26.82,25.08,27.90,12,297.45,368.01,889.67,1
183,40.21,31.10,30.47,27.62,11,297.70,97.92,898.56,1
184,32.16,28.03,30.52,28.40,10,293.26,126.32,907.55,0
185,26.10,20.17,21.14,25.63,9,291.76,151.95,916.63,0
186,28.18,22.06,23.68,26.75,8,298.74,178.70,925.79,0
187,28.27,27.69,26.29,27.37,7,304.35,206.07,935.05,0
188,29.34,25.62,23.11,24.01,6,304.32,230.09,944.40,0
189,37.77,32.75,33.81,26.55,5,306.57,256.64,953.84,0
190,31.73,25.81,26.00,25.32,4,301.20,281.96,963.38,0
191,29.21,28.07,23.31,23.06,3,302.93,2.09,973.02,1
192,31.01,27.11,22.68,25.56,2,302.35,27.64,982.75,0
193,36.84,26.87,28.84,26.77,1,302.77,54.41,992.57,0
194,30.57,25.85,24.96,25.49,1,301.32,79.90,992.40,0
195,35.48,26.48,27.95,24.56,1,303.99,104.46,992.22,0
196,34.83,27.72,29.16,26.29,1,303.65,130.74,992.05,0
197,33.38,28.14,29.96,26.03,1,301.93,156.78,991.87,0
198,34.94,30.59,28.11,26.10,2,301.64,182.87,981.68,0
199,32.71,29.57,27.37,25.90,1,298.16,208.77,991.50,0
200,33.80,32.53,26.98,25.59,1,297.86,234.36,991.32,0
201,33.42,27.24,27.05,26.07,1,297.98,260.43,991.13,0
202,32.11,27.33,28.10,24.36,1,298.02,284.80,990.94,0
203,32.65,25.19,30.00,26.29,1,296.91,14.18,990.75,1
204,35.75,27.84,29.79,26.89,1,293.60,41.07,990.56,0
205,35.66,25.91,27.05,25.61,1,290.19,66.68,990.36,0
206,37.65,32.45,34.79,25.61,1,289.46,92.30,990.17,0
207,40.98,30.04,32.98,26.90,1,280.14,119.20,989.97,0
208,36.19,28.60,28.54,24.72,6,272.41,143.92,940.75,0
209,29.20,24.60,24.51,24.99,5,268.19,168.91,950.16,0
210,30.15,25.95,28.10,24.26,4,267.95,193.17,959.66,0
211,27.08,23.78,21.25,24.57,3,266.20,217.74,969.25,0
212,24.75,23.51,23.12,24.77,2,266.66,242.51,978.95,0
213,27.60,22.90,23.40,23.98,1,267.46,266.49,988.74,0
214,32.09,27.05,29.93,24.30,3,269.09,290.80,968.62,0
215,32.58,28.07,24.23,22.65,2,266.24,313.44,978.31,0
216,29.47,25.26,23.81,23.09,1,261.98,336.54,988.09,0
217,29.35,25.67,25.03,21.90,1,261.99,358.43,987.87,0
218,23.55,18.12,17.30,22.96,1,260.65,381.40,987.65,0
219,25.36,21.09,21.78,23.55,1,267.68,404.95,987.43,0
220,28.81,21.80,21.06,24.30,1,270.49,429.25,987.20,0
221,30.78,25.66,25.82,24.15,1,274.37,453.40,986.98,0
222,31.89,24.56,27.61,25.46,1,273.41,478.86,986.74,0
223,26.50,19.89,24.80,25.99,1,270.37,504.85,986.51,0
224,23.73,19.75,21.15,26.60,3,275.52,531.45,966.38,0
225,26.63,25.36,17.88,24.60,2,281.35,556.05,976.04,0
226,22.55,18.81,21.52,23.56,1,281.59,579.61,985.80,0
227,24.87,16.75,19.23,26.54,1,286.08,606.14,985.56,0
228,25.56,21.67,20.28,25.66,3,297.80,334.00,965.41,1
229,29.56,24.73,21.57,24.36,2,303.74,54.62,975.07,1
230,29.82,25.18,28.43,25.28,1,306.91,79.91,984.82,0
231,26.79,21.88,23.20,24.60,4,308.98,104.50,954.86,0
232,30.08,27.45,25.08,26.08,3,315.81,130.59,964.41,0
233,29.87,24.42,22.21,25.34,2,317.20,155.93,974.05,0
234,31.94,23.97,26.75,24.31,1,322.06,180.24,983.80,0
235,31.27,26.19,25.09,24.04,2,325.94,204.28,973.53,0
236,40.23,26.30,32.20,24.20,1,329.72,228.48,983.27,0
237,41.83,36.11,32.38,25.71,6,333.94,254.19,933.98,0
238,40.99,30.95,32.99,28.14,5,327.61,282.33,943.32,0
239,48.37,38.33,34.31,30.44,4,326.33,312.77,952.75,0
240,44.42,36.02,37.99,30.53,3,316.80,26.50,962.28,1
241,43.28,35.94,31.60,29.70,2,308.86,56.21,971.91,0
242,37.48,29.60,33.49,27.21,1,300.21,83.42,981.62,0
243,42.51,30.95,33.90,28.61,17,297.60,112.03,832.69,0
244,42.03,33.04,35.79,29.38,16,293.31,141.42,841.02,0
245,37.78,29.02,26.72,31.13,15,286.30,172.55,849.43,0
246,36.23,29.13,30.17,30.65,14,283.01,203.21,857.92,0
247,32.82,25.44,25.17,28.83,13,279.27,232.03,866.50,0
248,34.43,28.29,25.88,26.63,12,279.21,258.66,875.17,0
249,28.78,23.83,23.88,23.96,11,276.01,282.63,883.92,0
250,33.31,24.67,25.17,24.32,10,277.41,306.95,892.76,0
251,32.70,27.14,25.85,25.05,9,278.01,332.01,901.68,0
252,28.94,22.32,23.88,22.62,8,275.96,354.63,910.70,0
253,22.69,25.46,17.05,23.74,7,279.01,378.36,919.81,0
254,24.90,21.09,18.75,23.17,6,278.90,401.53,929.01,0
255,29.35,26.01,23.30,23.06,5,283.59,424.60,938.30,0
256,30.72,29.53,25.08,22.11,4,283.34,446.70,947.68,0
257,27.97,19.37,22.38,21.68,3,279.19,468.39,957.16,0
258,29.47,27.16,19.73,24.12,2,285.81,492.51,966.73,0
259,30.93,25.80,27.33,23.61,1,284.52,516.12,976.39,0
260,29.12,25.94,26.66,26.97,1,282.91,543.09,976.06,0
261,30.82,23.68,24.43,25.60,3,286.19,568.69,955.82,0
262,29.94,27.89,22.31,25.40,2,288.76,594.09,965.38,0
263,24.15,21.28,20.07,26.28,1,286.96,620.37,975.03,0
264,25.76,21.94,21.49,26.19,1,293.57,352.98,974.68,1
265,26.81,21.31,26.09,24.26,1,299.29,77.95,974.33,1
266,30.42,24.39,27.42,25.26,1,300.52,103.21,973.97,0
267,33.34,25.96,26.40,24.32,3,303.42,127.54,953.71,0
268,33.66,30.67,26.88,24.01,2,305.20,151.54,963.25,0
269,33.24,26.94,26.43,25.34,1,301.99,176.88,972.88,0
270,37.61,27.48,31.87,27.23,1,303.11,204.11,972.51,0
271,30.70,24.32,25.14,25.54,1,298.36,229.66,972.13,0
272,36.24,31.41,31.99,25.77,3,302.54,255.42,951.85,0
273,33.45,28.58,25.74,24.50,2,298.25,279.92,961.37,0
274,34.09,24.68,27.22,24.09,1,296.63,7.38,970.98,1
275,39.20,35.71,29.30,21.08,2,302.77,28.45,960.59,0
276,35.78,27.05,28.20,22.90,1,293.77,51.35,970.20,0
277,29.53,25.30,24.91,23.59,1,292.12,74.94,969.80,0
278,26.78,24.65,27.86,23.16,1,293.94,98.10,969.40,0
279,30.00,24.62,22.01,22.86,1,292.68,120.96,968.99,0
280,32.87,26.15,27.70,24.04,1,297.74,145.00,968.58,0
281,38.23,27.82,29.85,23.50,1,297.04,168.50,968.17,0
282,38.02,30.25,31.52,22.21,1,293.91,190.71,967.75,0
283,35.21,27.95,27.42,21.93,1,288.62,212.64,967.33,0
284,39.14,30.19,30.75,23.54,1,287.32,236.18,966.90,0
285,34.06,27.62,30.64,21.89,1,282.23,258.07,966.47,0
286,37.85,32.26,30.35,22.36,2,278.66,280.42,956.04,0
287,36.54,29.26,28.73,23.54,1,271.04,303.97,965.60,0
288,34.64,29.65,30.10,24.07,1,266.54,328.04,965.15,0
289,33.08,26.69,29.24,23.90,1,260.08,351.94,964.70,0
290,32.89,26.97,24.32,24.38,2,256.58,376.32,954.25,0
291,32.41,24.07,27.56,24.87,1,252.57,401.18,963.79,0
292,31.55,28.32,25.42,22.57,2,250.40,423.75,953.33,0
293,30.95,25.24,24.86,22.46,1,244.29,446.21,962.87,0
294,28.50,27.25,24.48,24.88,1,241.37,471.09,962.39,0
295,26.58,25.41,24.48,25.87,1,238.59,496.96,961.92,0
296,24.97,21.16,24.69,25.05,1,235.51,522.01,961.44,0
297,22.02,17.44,19.18,25.28,1,231.91,547.29,960.95,0
298,19.56,18.83,19.58,23.19,1,234.01,570.48,960.46,0
299,25.23,24.71,21.37,23.19,1,235.87,593.67,959.97,0
300,27.34,19.66,23.45,23.02,1,235.95,616.69,959.47,0
