# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
106,28.00,24.71,24.64,26.63,27,288.72,1075.88,772.44,0
107,24.00,25.32,24.13,25.88,26,290.41,1101.76,780.16,0
108,29.02,27.20,24.19,23.82,25,291.60,1125.58,787.96,0
109,24.31,27.10,23.76,25.54,24,290.84,1151.12,795.84,0
110,24.22,29.23,25.99,24.85,23,290.11,1175.97,803.80,0
111,17.43,29.28,23.36,25.00,22,286.98,1200.97,811.84,0
112,22.06,28.25,24.69,23.98,21,283.47,1224.95,819.96,0
113,23.15,26.33,24.51,27.46,20,280.74,1252.42,828.16,0
114,23.54,26.88,24.88,25.46,19,279.85,998.03,836.44,1
115,20.38,27.60,26.07,23.26,18,278.27,743.03,844.80,1
116,22.49,25.64,24.66,20.19,17,275.73,487.48,853.25,1
117,25.76,25.72,25.07,21.03,16,275.10,233.42,861.78,1
118,30.82,25.67,25.24,23.52,15,274.31,256.93,870.40,0
119,27.17,23.56,25.06,23.60,14,273.51,7.02,879.10,1
120,22.91,23.18,24.30,21.28,13,274.94,28.30,887.90,0
121,26.10,22.85,24.56,22.25,12,276.94,50.55,896.77,0
122,27.02,22.61,24.46,24.86,11,279.50,75.41,905.74,0
123,24.27,24.11,22.43,24.67,10,282.58,100.08,914.80,0
124,24.29,24.53,23.95,25.10,9,284.32,125.18,923.95,0
125,25.62,25.14,25.41,23.88,8,285.76,149.06,933.19,0
126,24.75,25.49,24.10,23.31,7,286.68,172.37,942.52,0
127,22.04,26.23,23.10,23.84,6,287.31,196.21,951.94,0
128,18.65,26.48,23.86,24.01,5,287.19,220.22,961.46,0
129,13.81,25.83,24.56,22.60,4,286.77,242.82,971.08,0
130,12.40,26.25,24.87,21.28,3,287.04,264.10,980.79,0
131,15.64,26.88,25.38,20.79,2,286.87,284.89,990.60,0
132,17.75,26.05,26.10,21.23,1,285.99,306.12,1000.50,0
133,21.25,26.21,25.79,24.75,1,285.88,330.88,1000.41,0
134,20.47,26.20,27.88,25.39,1,286.09,356.27,1000.31,0
135,23.40,26.44,27.34,23.61,8,285.21,379.88,932.26,0
136,19.55,25.31,26.26,24.55,7,284.65,404.43,941.58,0
137,14.79,25.10,25.48,24.71,6,285.27,429.14,951.00,0
138,22.66,25.87,24.94,26.08,5,286.19,455.22,960.51,0
139,26.79,26.92,26.13,26.59,4,286.36,481.82,970.11,0
140,27.76,26.74,25.06,26.03,3,285.38,507.84,979.81,0
141,26.32,27.13,25.39,26.19,2,284.51,534.04,989.61,0
142,26.73,25.96,25.46,25.24,1,283.12,559.28,999.51,0
143,26.21,25.35,24.79,25.29,1,283.42,584.57,999.40,0
144,25.01,25.69,27.71,25.80,1,284.49,610.37,999.30,0
145,30.19,26.90,28.84,24.75,15,283.42,635.12,867.85,0
146,36.51,25.31,26.81,25.37,14,282.17,660.49,876.53,0
147,36.84,25.53,27.65,26.08,13,282.54,686.58,885.30,0
148,35.54,26.18,26.41,25.41,12,282.71,711.99,894.15,0
149,32.43,25.77,25.90,25.27,11,282.18,737.26,903.09,0
150,32.84,27.20,27.15,24.74,10,282.06,762.01,912.12,0
151,32.34,26.71,27.01,24.80,9,280.34,786.80,921.24,0
152,37.00,26.17,25.78,26.13,8,278.99,533.94,930.46,1
153,38.65,28.42,23.58,27.24,7,278.10,283.08,939.76,1
154,36.15,26.50,23.89,27.49,6,274.65,35.92,949.16,1
155,39.16,26.15,24.02,26.37,5,272.96,62.29,958.65,0
156,40.28,24.50,23.84,29.18,4,271.49,91.47,968.24,0
157,32.94,24.95,23.46,28.72,3,271.69,120.19,977.92,0
158,38.06,26.03,21.50,26.45,2,271.42,146.63,987.70,0
159,36.93,25.90,23.03,26.82,1,269.92,173.45,997.58,0
160,34.48,25.24,24.48,26.04,1,271.58,199.49,997.45,0
161,33.62,22.94,25.38,25.29,1,271.82,224.78,997.33,0
162,39.44,23.77,24.58,25.05,1,271.08,249.83,997.20,0
163,36.78,23.31,25.15,26.25,1,271.15,4.93,997.07,1
164,29.16,23.74,25.64,26.09,1,270.60,31.02,996.94,0
165,31.96,23.56,25.00,25.19,1,269.45,56.21,996.81,0
166,30.40,24.10,23.92,23.61,16,270.49,79.82,856.64,0
167,34.22,23.89,22.91,22.35,15,271.04,102.18,865.21,0
168,35.15,22.97,24.56,23.71,14,271.86,125.88,873.86,0
169,35.00,22.14,24.67,25.51,13,273.78,151.40,882.60,0
170,35.29,22.46,24.32,26.27,12,276.81,177.67,891.43,0
171,30.77,23.82,23.83,24.14,11,279.79,201.81,900.34,0
172,29.35,25.11,24.35,20.54,10,281.56,222.35,909.34,0
173,33.44,27.93,23.93,24.75,9,282.10,247.09,918.44,0
174,34.83,29.03,24.98,24.30,8,279.59,271.39,927.62,0
175,33.74,25.36,26.35,26.51,7,275.61,22.29,936.90,1
176,30.23,25.24,25.26,25.66,6,275.27,47.95,946.27,0
177,27.68,24.94,24.99,24.11,5,275.03,72.06,955.73,0
178,27.17,24.89,23.04,24.19,4,275.10,96.25,965.29,0
179,33.31,24.30,23.51,25.45,3,275.23,121.70,974.94,0
180,35.80,24.08,23.04,26.83,2,276.02,148.53,984.69,0
181,36.82,25.11,23.13,25.10,1,277.14,173.64,994.54,0
182,39.13,24.10,22.89,26.08,1,279.40,199.72,994.38,0
183,35.90,24.51,25.01,26.15,1,282.16,225.87,994.22,0
184,30.79,24.89,24.67,27.57,1,282.87,253.43,994.07,0
185,37.05,24.55,27.34,25.51,1,284.02,278.95,993.91,0
186,32.90,24.48,26.60,27.45,1,282.35,306.40,993.75,0
187,32.41,25.31,27.41,28.24,1,281.33,334.64,993.58,0
188,27.54,26.41,26.33,24.79,27,281.40,359.43,763.19,0
189,22.71,26.78,26.24,24.17,26,280.50,383.61,770.82,0
190,20.96,25.78,25.70,24.21,25,279.09,128.72,778.53,1
191,25.83,26.09,25.73,24.32,24,278.65,153.04,786.31,0
192,29.62,25.23,26.09,25.11,23,277.81,178.15,794.18,0
193,27.05,24.10,26.40,25.24,22,277.84,203.39,802.12,0
194,29.76,23.30,24.88,25.02,21,279.12,228.40,810.14,0
195,36.35,24.08,26.71,26.10,20,281.40,254.50,818.24,0
196,37.61,26.24,25.44,26.55,19,283.06,281.05,826.42,0
197,34.46,25.76,23.82,25.63,18,282.49,306.68,834.69,0
198,35.22,24.21,23.53,26.61,17,282.41,333.29,843.03,0
199,37.03,25.60,21.94,25.27,16,284.01,358.56,851.46,0
200,34.26,27.81,23.44,24.07,15,284.26,382.63,859.98,0
201,29.43,27.44,25.61,25.31,14,282.09,407.94,868.58,0
202,35.88,25.51,25.85,27.51,13,280.12,435.45,877.27,0
203,39.20,25.44,26.31,28.75,12,280.07,464.20,886.04,0
204,35.08,24.95,27.00,26.73,11,280.09,490.94,894.90,0
205,31.57,26.21,26.06,26.89,10,280.65,517.83,903.85,0
206,35.76,25.92,26.29,27.18,9,279.89,265.12,912.89,1
207,31.72,25.06,24.57,25.75,8,279.37,11.51,922.01,1
208,28.65,25.68,22.67,23.67,7,279.74,35.18,931.23,0
209,24.60,27.34,24.43,23.08,6,279.47,58.26,940.55,0
210,26.90,25.67,25.09,24.06,5,277.34,82.33,949.95,0
211,29.27,25.16,24.44,22.70,4,276.83,105.02,959.45,0
212,24.30,25.99,24.05,23.19,3,276.83,128.22,969.05,0
213,24.48,25.80,22.39,22.34,2,275.92,150.56,978.74,0
214,26.44,24.67,22.44,22.53,1,275.13,173.08,988.52,0
215,24.65,25.41,23.19,23.29,1,277.96,196.38,988.31,0
216,22.79,24.57,24.65,24.46,1,280.25,220.84,988.09,0
217,23.06,24.57,26.06,23.63,1,281.16,244.47,987.87,0
218,19.43,23.59,26.25,24.59,1,280.61,269.06,987.65,0
219,13.40,23.76,25.84,24.47,1,279.79,13.73,987.43,1
220,21.67,25.56,24.28,25.95,1,279.35,39.68,987.20,0
221,26.81,25.37,24.16,24.88,1,280.58,64.57,986.98,0
222,29.68,23.66,26.02,26.25,1,282.07,90.81,986.74,0
223,28.16,23.97,27.65,24.45,1,281.65,115.26,986.51,0
224,37.28,24.22,26.17,26.58,1,279.40,141.85,986.28,0
225,39.01,23.63,27.08,24.64,1,278.55,166.48,986.04,0
226,34.49,23.31,24.63,25.92,1,276.61,192.40,985.80,0
227,34.05,23.83,26.26,24.63,8,278.33,217.03,917.60,0
228,25.69,26.48,25.45,25.68,7,279.96,242.72,926.78,0
229,31.70,25.80,27.60,24.77,6,278.83,267.48,936.05,0
230,29.25,25.65,25.99,29.05,5,278.33,18.20,945.41,1
231,29.55,26.57,24.23,25.78,4,277.95,43.98,954.86,0
232,26.82,26.10,23.77,24.30,3,276.51,68.28,964.41,0
233,28.41,26.43,24.07,23.30,2,275.45,91.59,974.05,0
234,28.23,24.10,23.93,23.83,1,273.92,115.42,983.80,0
235,25.69,24.69,26.07,24.08,1,274.99,139.50,983.53,0
236,25.05,26.34,26.08,22.46,1,273.82,161.96,983.27,0
237,23.67,26.45,25.97,22.89,1,272.51,184.84,983.00,0
238,21.13,25.28,24.68,21.34,1,271.19,206.19,982.73,0
239,26.51,26.62,23.76,21.87,1,271.17,228.06,982.46,0
240,21.16,25.17,25.02,23.17,1,272.15,251.23,982.18,0
241,18.95,23.90,23.79,21.90,1,271.85,1.28,981.91,1
242,26.02,24.55,25.84,22.17,1,272.87,23.45,981.62,0
243,26.07,23.78,24.03,23.63,1,271.73,47.08,981.34,0
244,21.97,24.57,23.97,22.69,1,272.47,69.77,981.05,0
245,19.99,24.79,24.17,20.99,1,273.35,90.77,980.76,0
246,21.74,23.46,24.75,20.51,1,274.10,111.27,980.47,0
247,24.76,23.47,25.19,22.04,1,274.29,133.32,980.18,0
248,26.45,23.72,23.99,22.78,1,274.01,156.09,979.88,0
249,30.35,21.93,26.35,24.18,1,275.02,180.27,979.58,0
250,31.56,22.28,26.28,25.09,1,273.54,205.36,979.27,0
251,35.36,24.24,25.28,25.31,1,271.98,230.68,978.97,0
252,36.51,22.69,24.13,24.88,1,271.37,255.56,978.66,0
253,36.00,22.31,23.80,24.28,1,271.96,7.87,978.34,1
254,33.92,22.21,25.39,24.83,1,272.97,32.71,978.03,0
255,34.85,23.95,24.52,26.00,37,275.30,58.70,673.62,0
256,33.39,25.04,26.15,27.00,36,276.49,85.71,680.36,0
257,40.88,23.85,25.91,27.61,35,276.59,113.31,687.16,0
258,37.59,24.43,27.25,25.23,34,278.02,138.55,694.03,0
259,36.10,25.14,27.45,24.68,33,278.95,163.23,700.97,0
260,38.14,25.47,27.31,24.90,32,279.19,188.13,707.98,0
261,33.12,26.08,24.37,25.92,31,279.09,214.05,715.06,0
262,35.64,26.03,23.69,25.70,30,278.32,239.75,722.21,0
263,31.38,26.82,22.32,26.96,29,277.51,266.71,729.43,0
264,34.57,26.39,23.43,24.78,28,275.76,15.73,736.73,1
265,35.14,27.53,23.49,25.05,27,274.32,40.79,744.10,0
266,30.43,24.96,24.14,25.75,26,271.47,66.54,751.54,0
267,29.48,25.41,22.49,25.47,25,271.16,92.01,759.05,0
268,32.83,26.01,21.50,24.17,24,270.33,116.19,766.64,0
269,32.55,26.17,23.31,24.43,23,268.75,140.62,774.31,0
270,26.50,24.36,22.99,24.88,22,266.83,165.50,782.05,0
271,34.28,25.69,24.07,24.33,21,266.72,189.83,789.87,0
272,30.17,22.99,24.61,25.14,20,265.13,214.98,797.77,0
273,29.44,22.66,25.13,25.69,19,266.35,240.67,805.75,0
274,27.64,23.08,24.13,25.46,18,268.06,266.13,813.81,0
275,25.05,23.64,23.60,23.94,17,269.48,20.59,821.94,1
276,26.06,24.47,22.43,23.29,16,270.42,43.88,830.16,0
277,30.47,22.41,22.88,22.05,15,270.54,65.93,838.47,0
278,31.33,22.64,23.92,21.14,14,272.95,87.07,846.85,0
279,34.27,24.26,25.06,25.37,13,275.34,112.44,855.32,0
280,32.96,24.20,24.79,24.31,12,276.19,136.75,863.87,0
281,31.24,25.11,24.54,24.18,11,277.19,160.93,872.51,0
282,30.95,27.30,23.47,24.51,10,277.29,185.45,881.24,0
283,34.89,26.08,23.94,24.10,9,274.99,209.55,890.05,0
284,36.56,24.10,23.00,24.95,8,273.80,234.50,898.95,0
285,37.63,23.13,22.95,25.50,7,274.67,260.00,907.94,0
286,34.80,24.26,22.50,25.80,6,276.69,9.11,917.02,1
287,36.12,24.73,22.90,25.77,5,277.67,34.88,926.19,0
288,42.65,26.72,22.30,25.03,4,278.24,59.91,935.45,0
289,44.44,25.09,23.71,27.74,3,276.68,87.65,944.80,0
290,40.98,26.03,24.27,29.14,2,276.75,116.79,954.25,0
291,42.16,26.57,22.84,28.59,1,275.78,145.38,963.79,0
292,40.78,25.24,23.94,28.01,1,278.24,173.39,963.33,0
293,37.79,24.81,24.33,25.54,1,279.73,198.94,962.87,0
294,40.76,24.14,25.03,26.59,1,280.93,225.53,962.39,0
295,39.01,25.73,24.77,28.79,1,281.49,254.32,961.92,0
296,36.69,24.23,24.86,26.21,1,282.40,280.53,961.44,0
297,43.18,25.04,26.20,26.16,1,283.29,306.69,960.95,0
298,42.15,23.02,26.29,25.67,1,282.80,332.36,960.46,0
299,34.48,25.53,25.56,26.38,1,282.17,358.74,959.97,0
300,33.34,25.49,25.69,26.38,1,282.28,385.12,959.47,0
