# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
53,34.29,23.97,24.81,22.67,1,274.52,488.58,1005.67,0
54,35.47,25.34,23.68,23.91,1,274.68,512.48,1005.63,0
55,35.69,22.82,24.91,26.29,1,276.09,538.77,1005.59,0
56,29.90,24.15,23.37,25.90,1,276.30,564.67,1005.54,0
57,28.32,23.49,25.95,26.06,1,278.22,590.73,1005.50,0
58,26.03,25.26,27.44,25.30,22,278.82,337.21,815.00,1
59,24.50,26.21,26.80,25.34,21,278.92,83.63,823.15,1
60,22.94,26.55,27.06,24.46,20,277.97,108.09,831.38,0
61,29.17,26.94,25.46,24.25,19,276.56,132.34,839.69,0
62,22.63,25.26,24.23,21.72,18,274.59,154.07,848.09,0
63,24.34,24.47,25.71,22.43,17,274.26,176.49,856.57,0
64,28.69,24.79,26.11,24.47,16,274.77,200.96,865.14,0
65,32.00,23.10,25.23,23.29,15,274.99,224.25,873.79,0
66,22.12,23.96,24.46,22.72,14,277.08,246.97,882.52,0
67,21.27,26.07,24.76,22.62,13,278.43,269.59,891.35,0
68,27.30,27.12,24.53,24.38,12,277.59,293.97,900.26,0
69,25.97,26.30,24.91,23.75,11,275.52,317.72,909.27,0
70,26.72,26.21,24.49,23.77,10,274.15,341.49,918.36,0
71,30.18,26.09,23.55,24.97,9,272.73,366.45,927.54,0
72,29.19,25.31,24.52,25.18,8,271.30,391.64,936.82,0
73,32.24,25.29,23.12,24.76,7,270.59,416.39,946.19,0
74,36.83,25.78,24.41,22.42,6,269.83,438.81,955.65,0
75,37.73,26.12,24.29,22.26,5,268.45,461.07,965.20,0
76,37.82,24.82,23.37,24.19,4,266.57,485.26,974.86,0
77,40.15,25.32,24.54,25.93,3,265.92,511.19,984.60,0
78,40.28,26.89,24.22,26.48,2,264.66,537.67,994.45,0
79,42.51,23.48,22.68,28.62,1,261.55,566.29,1004.40,0
80,39.85,22.43,23.56,27.04,1,262.76,593.33,1004.34,0
81,39.24,23.20,24.19,30.16,1,263.12,623.49,1004.28,0
82,32.57,23.11,24.92,28.21,1,262.82,651.70,1004.23,0
83,32.79,22.64,25.12,28.22,93,262.10,679.93,398.52,0
84,34.90,23.04,25.78,27.77,92,263.41,707.69,402.50,0
85,32.86,22.85,23.33,27.10,91,264.40,734.79,406.53,0
86,32.50,21.97,22.83,26.54,90,265.71,761.33,410.59,0
87,22.09,23.50,22.75,24.55,89,268.11,785.88,414.70,0
88,26.72,23.77,22.87,23.32,88,269.08,809.20,418.84,0
89,31.94,23.33,24.19,26.46,87,269.83,835.66,423.03,0
90,34.20,23.46,23.06,25.37,86,271.16,861.03,427.26,0
91,32.32,24.94,21.70,25.07,85,272.47,886.10,431.53,0
92,33.88,24.68,23.73,25.19,84,272.27,911.29,435.85,0
93,28.54,23.83,22.80,24.37,83,272.36,935.66,440.21,0
94,26.23,24.65,23.27,25.02,82,273.38,960.67,444.61,0
95,35.30,23.44,24.13,26.38,81,273.61,987.05,449.06,0
96,40.21,23.88,24.60,27.93,80,275.18,1014.99,453.55,0
97,41.63,24.74,25.30,28.39,79,276.44,1043.38,458.08,0
98,44.67,23.68,24.76,27.15,78,276.86,1070.53,462.66,0
99,46.34,23.99,24.23,28.15,77,278.50,820.18,467.29,1
100,46.19,22.90,23.35,30.26,76,279.96,570.48,471.96,1
101,43.56,23.84,23.11,28.01,75,282.77,315.72,476.68,1
102,43.27,23.90,22.72,28.84,74,284.83,59.72,481.45,1
103,44.49,22.37,22.78,28.44,73,287.02,88.16,486.26,0
104,40.48,24.07,23.47,27.53,72,291.12,115.69,491.13,0
105,35.22,26.16,23.25,25.56,71,293.75,141.25,496.04,0
106,33.74,26.70,24.84,22.87,70,294.35,164.12,501.00,0
107,36.50,27.00,25.90,26.55,69,294.41,190.67,506.01,0
108,27.86,29.26,25.12,24.65,68,294.15,215.32,511.07,0
109,30.51,29.74,23.21,25.38,67,291.38,240.71,516.18,0
110,35.27,27.88,23.17,24.46,66,287.81,265.16,521.34,0
111,38.65,28.16,23.94,24.68,65,285.92,3.92,526.55,1
112,42.87,26.11,22.58,24.07,64,283.54,27.99,531.82,0
113,37.50,25.77,21.88,23.70,63,283.17,51.69,537.14,0
114,35.85,25.78,23.24,23.97,62,283.14,75.66,542.51,0
115,35.70,25.34,23.11,24.57,61,283.09,100.23,547.93,0
116,36.34,26.59,21.64,25.28,60,283.53,125.51,553.41,0
117,35.37,26.66,25.30,25.72,59,282.63,151.23,558.95,0
118,32.23,25.89,25.09,27.04,58,281.56,178.27,564.54,0
119,33.19,24.55,25.04,25.42,57,281.24,203.69,570.18,0
120,32.35,24.98,24.75,26.96,56,282.36,230.65,575.89,0
121,25.50,25.45,24.99,25.64,55,283.12,256.29,581.64,0
122,23.21,24.75,24.11,23.83,54,283.43,280.12,587.46,0
123,25.35,25.52,24.49,24.46,53,284.55,20.04,593.33,1
124,27.54,25.78,25.53,23.49,52,284.93,43.53,599.27,0
125,27.12,26.97,26.31,24.60,51,285.06,68.13,605.26,0
126,27.93,25.85,25.34,24.52,50,283.90,92.65,611.31,0
127,26.92,25.53,25.53,25.24,49,283.85,117.89,617.43,0
128,27.43,25.41,25.74,26.77,48,284.15,144.67,623.60,0
129,26.36,25.82,26.58,26.47,47,284.62,171.13,629.84,0
130,30.40,26.19,26.37,24.07,46,284.68,195.20,636.14,0
131,32.20,25.53,24.74,22.98,45,284.33,218.18,642.50,0
132,35.52,26.30,24.78,24.12,44,284.68,242.29,648.92,0
133,26.08,26.22,25.24,24.97,43,284.22,267.26,655.41,0
134,24.62,25.67,23.48,23.08,42,283.80,6.54,661.97,1
135,25.32,24.80,23.50,24.02,41,283.95,30.56,668.58,0
136,23.05,25.27,24.28,23.98,40,285.07,54.54,675.27,0
137,22.28,24.03,23.73,25.39,39,285.78,79.94,682.02,0
138,23.02,24.55,23.84,24.55,38,287.92,104.49,688.84,0
139,25.98,25.76,24.24,23.82,37,289.71,128.31,695.73,0
140,23.63,26.50,26.11,24.08,36,290.34,152.39,702.69,0
141,22.01,26.28,25.52,25.49,35,290.23,177.88,709.72,0
142,22.00,26.27,23.83,25.17,34,290.35,203.05,716.81,0
143,27.53,27.70,24.04,22.98,33,290.48,226.03,723.98,0
144,26.16,27.63,25.01,22.48,32,289.06,248.51,731.22,0
145,28.13,28.08,24.41,23.90,31,287.58,272.41,738.53,0
146,26.56,27.15,24.47,21.39,30,285.45,8.36,745.92,1
147,29.79,27.08,23.31,21.79,29,284.12,30.15,753.38,0
148,31.00,25.20,24.66,23.59,28,282.75,53.75,760.91,0
149,26.43,26.24,23.88,23.41,27,283.30,77.16,768.52,0
150,24.43,25.97,26.58,23.07,26,282.77,100.23,776.21,0
151,29.52,26.92,27.33,24.23,25,282.48,124.45,783.97,0
152,28.16,27.22,24.73,24.86,24,281.11,149.31,791.81,0
153,32.69,26.33,24.20,27.56,23,279.28,176.87,799.73,0
154,30.87,25.88,24.07,26.04,22,278.25,202.91,807.72,0
155,27.55,24.99,24.44,27.61,21,277.61,230.52,815.80,0
156,25.25,25.06,23.86,23.48,20,277.87,253.99,823.96,0
157,26.44,23.83,24.00,23.88,19,278.10,277.87,832.20,0
158,26.70,24.03,23.75,22.95,18,279.69,21.12,840.52,1
159,23.63,25.81,23.36,23.97,17,281.23,45.09,848.93,0
160,31.08,26.73,23.09,22.27,16,280.97,67.36,857.41,0
161,29.96,24.83,23.03,25.01,15,279.66,92.38,865.99,0
162,29.35,26.87,22.73,24.87,14,280.31,117.25,874.65,0
163,25.83,27.01,22.25,23.64,13,278.78,140.89,883.39,0
164,31.12,26.06,23.66,23.11,12,276.94,164.00,892.23,0
165,33.68,27.33,22.86,23.30,11,275.98,187.30,901.15,0
166,32.89,27.14,24.16,24.62,10,273.52,211.92,910.16,0
167,37.23,25.22,24.13,25.43,9,271.02,237.35,919.26,0
168,45.14,25.99,24.60,29.20,8,270.38,266.54,928.46,0
169,39.37,23.52,24.20,29.74,7,268.83,296.28,937.74,0
170,35.79,25.54,22.61,29.47,6,269.84,325.75,947.12,0
171,33.98,25.89,23.79,26.92,5,268.73,352.68,956.59,0
172,35.95,24.29,24.19,26.11,4,267.13,378.79,966.16,0
173,32.71,25.46,23.48,26.01,3,267.12,404.79,975.82,0
174,41.10,24.73,22.07,27.13,2,265.83,431.92,985.58,0
175,36.13,24.06,22.97,27.79,1,265.21,459.71,995.43,0
176,33.71,24.10,21.21,27.13,1,266.47,486.85,995.29,0
177,39.86,23.03,23.10,26.46,1,269.78,513.31,995.14,0
178,38.66,23.97,23.02,26.41,1,271.34,539.72,994.99,0
179,37.63,24.79,24.48,27.04,1,273.16,566.75,994.84,0
180,38.12,24.96,24.31,27.37,1,273.55,594.12,994.69,0
181,41.77,23.83,24.91,25.04,1,274.15,619.16,994.54,0
182,34.68,20.96,24.23,24.53,1,274.17,643.69,994.38,0
183,40.22,21.01,25.48,23.86,1,274.94,667.55,994.22,0
184,36.04,21.34,26.17,23.16,1,274.40,690.71,994.07,0
185,38.62,21.62,25.48,22.46,11,275.65,713.17,898.25,0
186,41.19,25.66,24.92,23.72,10,279.44,457.46,907.23,1
187,43.32,26.20,25.87,24.77,9,279.15,203.08,916.30,1
188,38.75,26.54,25.50,25.85,8,278.25,228.93,925.46,0
189,36.32,24.25,25.32,26.84,7,276.88,255.77,934.72,0
190,39.25,24.70,23.83,25.42,6,277.90,281.19,944.07,0
191,35.84,25.31,21.78,27.38,5,278.52,30.05,953.51,1
192,30.70,25.49,23.78,26.74,4,278.52,56.79,963.04,0
193,28.02,25.83,23.46,24.68,3,278.34,81.47,972.67,0
194,31.22,25.70,23.48,23.13,2,277.76,104.60,982.40,0
195,26.17,27.16,23.55,25.36,1,277.26,129.96,992.22,0
196,24.46,26.22,25.53,23.54,1,279.08,153.51,992.05,0
197,29.31,24.80,25.92,24.74,1,278.91,178.25,991.87,0
198,29.15,25.83,27.08,25.03,1,278.30,203.28,991.68,0
199,32.11,24.54,25.98,26.10,1,276.34,229.38,991.50,0
200,28.75,24.50,25.62,26.53,1,275.39,255.91,991.32,0
201,30.92,24.17,25.49,27.65,1,274.75,283.56,991.13,0
202,33.89,26.31,25.25,27.89,1,274.18,311.46,990.94,0
203,29.44,25.34,26.22,25.70,1,273.83,337.16,990.75,0
204,30.90,23.50,24.41,26.16,1,272.37,363.33,990.56,0
205,35.40,24.72,23.74,25.52,1,272.76,388.84,990.36,0
206,37.68,23.91,24.21,26.64,1,273.92,415.48,990.17,0
207,39.22,25.58,24.67,24.94,1,274.68,440.42,989.97,0
208,32.85,25.89,25.83,23.96,1,275.00,464.39,989.77,0
209,32.63,26.01,25.03,23.08,1,274.09,487.46,989.57,0
210,29.89,24.05,24.35,23.75,1,273.96,511.22,989.36,0
211,31.38,23.92,23.57,24.03,1,274.57,535.24,989.16,0
212,32.89,23.80,23.88,24.68,1,276.11,559.93,988.95,0
213,37.58,25.16,25.37,24.68,1,277.45,584.61,988.74,0
214,30.57,24.31,25.45,23.96,1,277.29,608.57,988.52,0
215,35.81,23.64,25.34,23.65,1,277.03,632.22,988.31,0
216,36.48,25.01,26.64,24.04,1,276.86,656.26,988.09,0
217,32.94,25.24,26.96,24.11,1,275.24,680.37,987.87,0
218,32.63,24.05,27.13,23.23,1,273.10,703.61,987.65,0
219,36.79,23.65,25.06,24.85,40,271.85,728.46,662.58,0
220,32.60,22.29,25.97,25.65,39,273.02,754.11,669.21,0
221,35.33,23.56,23.88,26.41,38,275.80,780.51,675.90,0
222,36.78,23.18,24.64,26.71,37,277.47,807.22,682.66,0
223,35.94,23.67,24.87,24.29,36,279.71,551.80,689.49,1
224,33.37,24.01,23.36,24.63,35,281.65,294.79,696.38,1
225,27.93,23.66,23.43,23.41,34,283.40,34.80,703.34,1
226,29.51,25.19,23.56,27.06,33,285.72,61.85,710.38,0
227,29.26,26.21,24.45,25.98,32,286.58,87.84,717.48,0
228,38.56,25.83,24.53,25.69,31,286.40,113.52,724.66,0
229,38.40,26.85,24.56,25.20,30,286.63,138.73,731.90,0
230,37.33,28.04,25.16,24.30,29,285.76,163.03,739.22,0
231,30.47,26.15,25.05,25.46,28,283.49,188.49,746.61,0
232,37.95,25.86,24.84,25.52,27,283.07,214.01,754.08,0
233,40.27,25.60,25.05,26.18,26,282.94,240.19,761.62,0
234,39.13,25.83,24.98,24.42,25,283.07,264.61,769.24,0
235,33.28,25.95,25.89,25.57,24,282.97,7.22,776.93,1
236,27.64,26.44,25.25,24.13,23,282.72,31.35,784.70,0
237,30.72,27.39,23.44,24.29,22,281.91,55.64,792.55,0
238,29.65,26.36,22.78,23.01,21,279.97,78.65,800.47,0
239,33.74,25.34,23.95,25.35,20,278.97,104.00,808.48,0
240,35.91,25.78,24.26,24.91,19,278.99,128.91,816.56,0
241,31.00,26.15,24.62,26.49,18,278.53,155.39,824.73,0
242,36.16,25.84,26.46,26.30,17,277.62,181.70,832.97,0
243,34.71,25.17,25.45,26.79,16,276.96,208.49,841.30,0
244,37.46,26.00,25.94,26.96,15,276.97,235.45,849.72,0
245,35.05,25.09,24.70,26.59,14,276.07,262.04,858.21,0
246,25.55,25.09,23.79,25.26,13,276.07,287.30,866.80,0
247,31.23,25.97,23.54,23.69,12,276.08,311.00,875.46,0
248,31.49,24.64,23.97,22.26,11,275.12,333.26,884.22,0
249,27.27,23.47,23.55,22.84,10,275.54,356.10,893.06,0
250,20.36,21.97,23.63,21.48,9,277.27,377.58,901.99,0
251,23.55,25.51,25.03,22.03,8,280.83,118.77,911.01,1
252,21.58,25.53,25.00,21.38,7,280.85,140.15,920.12,0
253,26.15,25.83,25.25,20.83,6,280.86,160.98,929.32,0
254,21.30,25.59,24.65,22.50,5,280.53,183.48,938.62,0
255,20.67,24.85,24.00,24.43,4,280.43,207.90,948.00,0
256,23.23,25.98,23.85,24.64,3,281.14,232.54,957.48,0
257,24.95,26.46,22.72,24.53,2,280.68,257.07,967.06,0
258,36.88,25.92,24.61,24.43,1,279.64,1.86,976.73,1
259,31.53,27.23,23.80,25.65,1,280.53,27.51,976.39,0
260,32.79,25.24,24.90,26.02,1,282.41,53.52,976.06,0
261,25.86,26.11,24.31,26.17,1,283.27,79.69,975.72,0
262,21.34,26.20,24.62,24.94,1,284.85,104.63,975.38,0
263,29.85,24.85,26.15,23.11,1,286.26,127.74,975.03,0
264,37.92,24.74,26.22,25.11,1,286.12,152.85,974.68,0
265,30.14,24.12,26.96,24.06,1,285.89,176.91,974.33,0
266,33.07,23.90,27.45,25.38,1,284.83,202.28,973.97,0
267,33.15,25.23,26.96,25.56,1,283.11,227.84,973.61,0
268,24.11,23.75,25.91,24.41,1,281.77,252.25,973.25,0
269,26.91,25.21,26.50,25.42,1,281.45,277.67,972.88,0
270,30.73,25.78,27.53,24.17,1,280.45,21.39,972.51,1
271,24.97,26.36,27.31,25.33,1,278.21,46.72,972.13,0
272,25.56,25.52,26.38,23.23,1,275.99,69.95,971.75,0
273,22.21,25.72,25.99,22.16,1,274.57,92.11,971.37,0
274,22.86,24.20,26.25,21.38,1,273.43,113.49,970.98,0
275,24.60,23.58,24.09,22.93,8,274.42,136.42,902.64,0
276,27.60,24.43,23.25,23.32,7,275.93,159.75,911.67,0
277,19.59,25.11,24.70,21.34,6,276.65,181.09,920.78,0
278,22.92,25.51,24.47,22.43,5,276.69,203.51,929.99,0
279,28.39,26.00,26.22,25.13,4,276.30,228.64,939.29,0
280,29.68,25.82,26.08,25.64,3,275.33,254.28,948.68,0
281,28.80,26.61,24.58,25.07,2,274.46,279.36,958.17,0
282,30.70,25.55,24.90,24.09,1,272.64,303.45,967.75,0
283,28.24,24.86,25.56,23.99,1,272.51,327.44,967.33,0
284,27.73,24.87,26.48,24.57,1,271.65,352.01,966.90,0
285,19.25,23.73,23.75,24.67,19,270.72,376.68,800.85,0
286,18.53,22.68,22.62,23.46,18,271.69,400.14,808.86,0
287,20.20,23.28,24.18,23.33,17,273.91,423.48,816.95,0
288,21.89,24.20,23.60,23.68,16,275.69,447.15,825.12,0
289,21.96,22.80,23.83,22.79,15,276.65,469.94,833.37,0
290,29.97,23.33,23.82,22.97,14,279.23,213.68,841.70,1
291,36.26,23.58,24.73,24.10,13,281.49,237.78,850.12,0
292,33.03,24.83,25.80,22.74,12,283.71,260.52,858.62,0
293,34.53,25.34,26.33,24.65,11,284.77,0.40,867.21,1
294,43.46,24.38,25.95,25.51,10,285.38,25.90,875.88,0
295,40.54,25.99,25.41,27.96,9,287.09,53.86,884.64,0
296,41.52,26.98,25.16,26.55,8,287.21,80.41,893.48,0
297,36.02,25.78,26.60,25.39,7,286.25,105.80,902.42,0
298,34.03,26.82,26.10,25.39,6,286.52,131.20,911.44,0
299,32.80,28.54,24.09,25.83,5,285.67,157.03,920.56,0
300,36.60,27.21,23.89,27.24,4,282.85,184.27,929.76,0
