# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
20,24.93,25.85,25.18,25.45,10,294.67,259.54,920.37,0
21,29.13,23.48,22.99,25.83,9,295.71,285.38,929.57,0
22,36.12,29.84,23.67,26.84,8,299.45,312.22,938.87,0
23,34.89,25.93,24.33,25.93,7,296.57,338.15,948.26,0
24,35.60,25.93,24.41,27.86,6,297.71,366.01,957.74,0
25,38.72,28.10,23.77,27.36,5,298.96,393.37,967.32,0
26,39.22,30.56,23.40,27.38,4,297.94,420.74,976.99,0
27,39.74,32.51,24.59,27.81,3,294.12,448.56,986.76,0
28,40.08,36.47,23.03,29.39,2,287.77,190.17,996.63,1
29,34.39,31.04,23.79,29.21,1,276.44,219.39,1006.59,0
30,38.57,29.14,22.93,27.64,1,277.91,247.03,1006.56,0
31,34.80,29.63,25.93,27.15,1,280.48,274.18,1006.52,0
32,25.58,18.06,26.99,26.61,1,280.01,20.78,1006.49,1
33,25.10,22.32,28.15,24.97,1,278.32,45.74,1006.45,0
34,21.00,17.61,26.85,23.43,1,275.18,69.17,1006.42,0
35,34.94,28.79,25.50,26.16,1,273.16,95.33,1006.38,0
36,36.44,27.49,24.67,25.83,1,272.43,121.16,1006.35,0
37,34.42,24.52,22.35,26.07,1,272.54,147.23,1006.31,0
38,30.61,25.24,24.31,25.88,1,275.21,173.11,1006.27,0
39,28.23,25.61,23.96,27.52,1,275.99,200.63,1006.24,0
40,29.36,24.12,24.07,27.90,1,277.24,228.53,1006.20,0
41,20.98,17.91,23.57,24.42,1,278.48,252.95,1006.16,0
42,19.72,20.15,25.38,26.68,1,280.39,279.63,1006.12,0
43,19.73,15.52,24.31,25.10,1,280.51,24.22,1006.08,1
44,22.61,18.72,26.14,23.94,1,281.82,48.17,1006.04,0
45,24.11,20.74,25.81,24.22,28,282.34,72.39,768.05,0
46,19.63,17.63,25.91,22.87,27,287.76,95.26,775.73,0
47,20.18,14.72,25.94,22.02,26,297.14,117.27,783.49,0
48,29.47,22.41,28.05,23.14,25,310.66,140.42,791.32,0
49,33.69,28.20,26.42,25.29,24,317.07,165.70,799.24,0
50,34.87,28.57,28.07,25.21,23,317.76,190.91,807.23,0
51,39.77,31.70,26.27,25.71,22,318.11,216.63,815.30,0
52,37.02,28.16,25.48,25.98,21,315.05,242.60,823.46,0
53,37.04,26.72,25.53,26.40,20,315.58,269.00,831.69,0
54,33.70,30.29,24.07,25.70,19,317.75,294.70,840.01,0
55,34.04,33.00,22.95,25.12,18,316.21,319.82,848.41,0
56,32.57,26.66,23.57,26.92,17,311.53,346.74,856.89,0
57,38.36,33.05,22.74,26.38,16,313.35,373.12,865.46,0
58,29.80,22.68,24.27,26.07,15,308.33,399.19,874.11,0
59,33.75,25.84,25.27,23.58,14,314.22,422.77,882.86,0
60,37.98,29.79,26.18,23.35,13,317.22,446.12,891.68,0
61,43.25,34.89,25.73,25.00,12,316.18,471.12,900.60,0
62,40.18,29.87,25.56,24.91,11,309.41,496.02,909.61,0
63,38.72,31.19,25.02,24.65,10,307.50,520.67,918.70,0
64,37.68,29.16,24.00,27.02,9,303.94,547.69,927.89,0
65,34.53,30.21,23.82,23.64,8,302.25,571.34,937.17,0
66,35.85,27.56,23.68,25.18,7,299.24,596.52,946.54,0
67,39.92,32.35,23.73,27.48,6,298.86,624.00,956.01,0
68,39.54,30.28,23.83,27.67,5,293.15,651.67,965.57,0
69,30.77,23.43,24.50,28.18,4,289.16,679.85,975.22,0
70,38.18,32.56,25.61,28.04,3,292.31,707.89,984.97,0
71,36.88,32.36,24.58,29.77,2,285.73,451.93,994.82,1
72,38.83,27.59,25.66,28.00,1,278.70,201.23,1004.77,1
73,33.84,27.08,24.61,28.10,1,278.34,229.33,1004.72,0
74,35.71,27.15,24.54,27.07,1,279.11,256.40,1004.67,0
75,31.29,23.68,25.47,27.10,1,280.03,3.46,1004.61,1
76,33.19,24.26,24.41,28.07,1,280.02,31.54,1004.56,0
77,33.28,25.41,22.68,25.25,1,281.18,56.79,1004.51,0
78,32.93,26.07,25.09,24.77,1,284.34,81.55,1004.45,0
79,29.16,22.01,26.94,24.38,1,285.18,105.93,1004.40,0
80,25.89,22.48,27.64,25.07,1,284.06,131.00,1004.34,0
81,22.77,16.27,25.77,23.78,1,282.06,154.78,1004.28,0
82,25.18,19.54,24.69,24.26,1,281.92,179.04,1004.23,0
83,24.21,21.81,25.42,25.80,1,282.95,204.84,1004.17,0
84,28.52,20.74,24.92,25.14,15,286.95,229.99,872.77,0
85,29.06,23.39,27.08,26.50,14,292.82,256.49,881.50,0
86,33.73,27.66,25.81,25.79,13,296.38,282.27,890.31,0
87,37.07,28.03,27.28,25.88,12,295.60,308.15,899.22,0
88,32.90,28.33,26.04,27.27,11,294.33,335.42,908.21,0
89,32.36,24.64,27.04,24.46,10,292.60,359.88,917.29,0
90,35.83,31.22,26.98,25.23,9,294.75,385.10,926.46,0
91,35.98,28.00,26.50,24.87,8,289.89,409.97,935.73,0
92,33.42,26.28,25.91,26.23,7,288.07,148.13,945.09,1
93,35.32,27.45,25.20,26.33,6,287.96,174.46,954.54,0
94,38.80,27.66,23.44,26.22,5,286.57,200.69,964.08,0
95,38.26,27.67,23.94,27.99,4,284.80,228.67,973.72,0
96,33.49,25.74,24.25,26.92,3,282.84,255.59,983.46,0
97,35.31,27.46,22.85,25.22,2,282.81,280.81,993.30,0
98,33.23,30.55,24.96,23.83,1,280.88,23.76,1003.23,1
99,26.66,23.72,25.57,23.23,1,281.52,46.99,1003.16,0
100,28.62,21.85,26.87,24.84,1,281.54,71.83,1003.09,0
101,25.69,24.06,26.44,21.96,1,280.15,93.80,1003.02,0
102,31.69,24.95,26.39,24.38,1,279.08,118.18,1002.95,0
103,28.70,23.10,25.15,24.67,3,280.21,142.85,982.98,0
104,29.87,28.10,23.36,23.94,2,282.82,166.79,992.81,0
105,26.53,23.04,25.10,24.88,1,280.20,191.68,1002.74,0
106,31.99,26.75,24.62,25.03,1,280.61,216.70,1002.67,0
107,27.49,23.23,26.96,25.43,1,281.58,242.13,1002.59,0
108,21.93,17.41,25.81,26.15,42,281.65,268.28,664.17,0
109,19.48,20.05,25.03,25.89,41,290.66,294.17,670.82,0
110,21.84,20.76,26.93,24.42,40,297.67,318.59,677.52,0
111,23.71,21.90,27.93,24.33,39,304.60,342.92,684.30,0
112,23.21,20.22,27.40,23.55,38,310.96,366.47,691.14,0
113,32.54,25.34,26.35,24.33,37,319.82,390.80,698.05,0
114,38.89,33.59,27.16,24.94,36,323.93,415.74,705.03,0
115,38.42,32.43,26.30,27.42,35,319.37,443.16,712.08,0
116,38.70,28.43,26.58,27.53,34,315.63,470.68,719.20,0
117,36.32,27.64,23.90,28.02,33,315.92,498.70,726.40,0
118,35.59,28.11,23.67,28.17,32,317.10,526.87,733.66,0
119,38.95,31.01,24.71,26.14,31,317.89,553.01,741.00,0
120,35.86,27.38,23.03,25.86,30,315.57,578.87,748.41,0
121,37.54,31.94,21.82,24.87,29,317.00,603.74,755.89,0
122,39.71,30.48,23.75,26.52,28,313.57,630.26,763.45,0
123,41.28,29.30,23.87,28.14,27,311.41,658.40,771.08,0
124,32.84,27.60,23.37,26.23,26,310.32,684.63,778.80,0
125,31.72,26.62,21.97,26.02,25,310.99,710.65,786.58,0
126,30.80,25.94,23.10,23.47,24,312.81,734.12,794.45,0
127,33.75,30.64,22.85,26.01,23,315.57,760.13,802.39,0
128,34.18,31.61,24.61,27.88,22,313.42,788.01,810.42,0
129,39.26,31.24,25.12,26.16,21,309.98,814.17,818.52,0
130,41.96,33.05,25.23,24.24,20,306.62,838.40,826.71,0
131,34.82,28.53,25.87,24.46,19,300.93,862.86,834.97,0
132,35.60,31.61,24.58,23.39,18,299.64,886.25,843.32,0
133,28.86,25.11,25.68,24.61,17,294.83,910.86,851.76,0
134,32.12,26.33,24.75,24.54,16,296.69,935.40,860.27,0
135,39.32,29.65,23.34,25.99,15,297.39,961.40,868.88,0
136,36.26,31.61,23.59,26.61,14,294.51,988.00,877.57,0
137,33.05,27.09,23.61,26.14,13,289.19,1014.15,886.34,0
138,24.98,26.70,25.47,24.47,12,288.31,750.30,895.21,1
139,22.30,23.11,25.64,23.84,11,287.77,486.38,904.16,1
140,30.19,27.55,25.81,23.21,10,291.12,509.59,913.20,0
141,31.35,24.76,27.40,24.25,9,289.93,533.84,922.33,0
142,32.86,24.80,26.75,25.83,8,291.69,559.67,931.55,0
143,35.44,30.56,27.07,25.58,7,293.58,585.25,940.87,0
144,30.91,21.91,25.62,24.30,6,289.32,609.55,950.28,0
145,32.38,33.60,26.37,25.01,5,294.15,634.56,959.78,0
146,33.77,27.71,26.01,23.80,4,286.61,371.75,969.38,1
147,31.48,25.78,25.97,25.07,3,284.79,112.03,979.07,1
148,34.27,35.92,25.73,24.98,2,284.91,137.02,988.86,0
149,31.77,27.49,25.02,25.32,1,273.89,162.34,998.75,0
150,29.95,24.01,24.69,24.08,1,273.76,186.42,998.64,0
151,29.54,22.11,25.47,25.88,1,273.98,212.29,998.53,0
152,28.71,24.10,24.28,25.13,1,273.35,237.42,998.41,0
153,28.77,23.97,25.04,24.76,1,273.98,262.18,998.30,0
154,22.32,20.12,25.77,23.86,1,273.83,12.21,998.18,1
155,25.63,20.42,26.39,23.48,1,272.87,35.69,998.06,0
156,29.52,23.76,25.08,25.63,1,271.13,61.31,997.94,0
157,32.67,22.39,26.56,25.09,1,270.66,86.41,997.82,0
158,40.82,36.58,24.99,27.45,2,280.10,113.86,987.70,0
159,29.07,19.48,24.79,28.05,1,267.87,141.90,997.58,0
160,25.31,25.35,24.92,25.67,1,267.39,167.57,997.45,0
161,26.25,24.31,24.20,26.97,1,266.72,194.54,997.33,0
162,26.75,22.49,22.36,25.32,1,266.77,219.85,997.20,0
163,32.81,26.99,24.05,24.51,1,268.85,244.36,997.07,0
164,34.30,24.98,22.49,24.18,1,269.28,268.54,996.94,0
165,26.09,19.83,23.09,24.40,1,271.47,21.47,996.81,1
166,22.97,19.62,23.67,26.74,1,273.22,48.21,996.68,0
167,24.86,20.88,23.03,25.41,1,274.51,73.62,996.55,0
168,29.65,25.66,24.80,23.83,1,276.62,97.45,996.41,0
169,27.26,25.35,25.49,25.47,1,277.00,122.91,996.28,0
170,31.28,26.94,26.39,25.59,1,276.67,148.50,996.14,0
171,33.09,27.17,27.10,26.15,1,275.31,174.65,996.00,0
172,28.42,26.71,26.52,25.45,1,273.03,200.10,995.86,0
173,28.26,20.56,24.46,26.65,1,271.16,226.75,995.72,0
174,28.27,25.46,24.01,25.26,1,271.36,252.01,995.58,0
175,26.40,23.34,22.83,24.72,1,272.08,4.65,995.43,1
176,23.35,18.35,23.61,22.55,1,274.17,27.20,995.29,0
177,22.63,21.21,24.04,24.00,1,275.62,51.20,995.14,0
178,28.44,22.97,24.00,25.77,1,276.74,76.97,994.99,0
179,28.00,20.45,25.24,23.86,1,278.02,100.83,994.84,0
180,29.54,23.75,26.18,23.81,1,278.06,124.64,994.69,0
181,28.78,25.48,26.88,22.14,62,277.92,146.78,534.98,0
182,27.57,20.18,25.63,21.52,61,277.68,168.29,540.33,0
183,30.85,26.97,26.00,25.33,60,283.25,193.62,545.74,0
184,32.00,24.83,25.50,24.27,59,281.91,217.90,551.20,0
185,29.07,23.77,25.69,24.71,58,282.78,242.61,556.71,0
186,35.26,31.00,25.83,25.89,57,284.91,268.50,562.27,0
187,30.51,27.34,25.09,25.31,56,279.30,14.51,567.90,1
188,30.93,25.10,25.54,26.11,55,277.15,40.62,573.58,0
189,34.19,26.96,23.75,26.60,54,277.26,67.22,579.31,0
190,27.93,22.57,22.63,26.88,53,275.34,94.10,585.11,0
191,24.85,20.91,23.22,24.87,52,278.05,118.97,590.96,0
192,25.29,20.66,23.26,22.79,51,282.85,141.76,596.87,0
193,29.76,26.27,23.94,22.03,50,288.41,163.79,602.83,0
194,26.83,18.47,24.95,24.12,49,288.35,187.92,608.86,0
195,28.82,21.83,22.67,24.50,48,296.87,212.42,614.95,0
196,29.76,20.88,23.30,23.13,47,302.55,235.54,621.10,0
197,37.10,31.32,25.24,25.46,46,309.83,261.00,627.31,0
198,31.54,28.09,24.22,24.25,45,306.36,285.25,633.58,0
199,30.74,24.95,24.47,24.47,44,306.10,309.72,639.92,0
200,28.37,25.85,25.84,24.42,43,309.26,334.14,646.32,0
201,32.29,26.95,25.60,24.30,42,311.75,358.44,652.78,0
202,38.39,33.14,26.36,24.85,41,313.28,383.28,659.31,0
203,40.52,30.06,26.68,26.98,40,308.16,410.27,665.90,0
204,36.88,28.18,26.20,27.73,39,305.91,438.00,672.56,0
205,39.24,32.29,27.33,25.80,38,305.50,463.80,679.29,0
206,35.80,26.86,27.75,26.50,37,300.53,490.30,686.08,0
207,33.88,28.50,27.81,25.90,36,301.03,516.20,692.94,0
208,35.87,28.90,26.46,26.49,35,299.79,542.70,699.87,0
209,33.37,26.39,25.58,25.72,34,297.98,568.42,706.87,0
210,34.04,25.34,25.05,27.89,33,298.75,596.31,713.94,0
211,30.56,28.42,25.17,25.57,32,300.75,621.88,721.08,0
212,24.59,20.70,27.47,23.31,31,299.56,645.19,728.29,0
213,28.46,23.49,24.44,23.14,30,306.75,668.33,735.57,0
214,30.65,26.22,23.61,23.34,29,311.59,691.67,742.93,0
215,35.41,30.88,24.00,24.80,28,313.91,716.47,750.36,0
216,38.06,29.38,23.97,24.70,27,311.33,741.17,757.86,0
217,33.21,26.32,24.64,24.45,26,310.14,765.62,765.44,0
218,34.05,27.67,24.64,25.00,25,312.21,790.62,773.09,0
219,33.93,30.57,24.62,25.03,24,312.99,815.65,780.82,0
220,35.14,30.75,25.26,25.32,23,310.66,840.97,788.63,0
221,31.90,26.92,22.89,25.19,22,307.90,866.16,796.52,0
222,30.20,25.29,23.06,24.97,21,309.08,891.13,804.48,0
223,34.88,25.53,23.78,24.27,20,312.17,915.40,812.53,0
224,38.61,31.75,25.41,24.36,19,315.30,939.76,820.65,0
225,42.29,33.31,25.34,24.75,18,311.90,964.51,828.86,0
226,40.87,30.97,26.98,25.41,17,306.45,989.92,837.15,0
227,37.48,31.63,25.91,24.84,16,303.02,1014.76,845.52,0
228,37.99,31.17,25.66,24.87,15,298.53,1039.63,853.98,0
229,31.39,27.53,26.68,26.23,14,294.09,1065.86,862.52,0
230,30.23,27.72,25.96,26.27,13,293.22,1092.13,871.14,0
231,34.66,28.46,25.58,26.47,12,292.04,1118.60,879.85,0
232,37.69,30.58,24.69,26.14,11,289.95,1144.74,888.65,0
233,37.82,30.26,24.08,27.80,10,285.30,887.24,897.54,1
234,33.21,28.36,25.25,27.79,9,280.54,634.49,906.51,1
235,26.11,24.15,25.34,27.33,8,277.39,384.43,915.58,1
236,21.30,21.20,25.34,26.28,7,278.56,132.15,924.73,1
237,28.46,23.41,25.05,26.13,6,283.10,158.28,933.98,0
238,32.72,26.58,25.14,25.27,5,285.66,183.55,943.32,0
239,34.87,31.60,24.45,26.22,4,285.00,209.77,952.75,0
240,33.16,25.38,24.43,27.62,3,278.74,237.39,962.28,0
241,31.66,28.25,24.53,26.41,2,278.69,263.80,971.91,0
242,31.42,27.67,25.43,24.08,1,275.48,12.39,981.62,1
243,33.42,27.31,25.39,23.69,1,275.06,36.09,981.34,0
244,32.43,30.33,24.58,25.63,1,274.63,61.72,981.05,0
245,28.92,24.84,24.84,25.22,1,275.06,86.94,980.76,0
246,31.11,25.37,26.05,24.77,1,275.24,111.71,980.47,0
247,31.70,27.86,24.00,26.88,1,274.11,138.60,980.18,0
248,32.20,25.04,23.65,26.07,1,275.12,164.67,979.88,0
249,33.10,28.93,23.19,23.95,1,276.61,188.63,979.58,0
250,25.79,22.40,24.52,23.85,1,278.77,212.48,979.27,0
251,22.88,21.79,24.61,24.24,1,279.67,236.72,978.97,0
252,15.82,15.65,25.29,23.90,1,280.57,260.62,978.66,0
253,21.50,20.14,24.68,23.32,1,280.81,3.13,978.34,1
254,23.62,21.57,24.52,23.97,1,281.73,27.10,978.03,0
255,29.48,24.31,25.90,21.81,1,282.93,48.91,977.71,0
256,29.35,21.00,26.95,23.36,1,282.74,72.27,977.38,0
257,25.46,22.52,27.80,22.74,1,281.36,95.01,977.06,0
258,28.27,25.66,26.66,22.20,1,278.92,117.21,976.73,0
259,26.75,26.79,26.72,25.01,1,277.49,142.22,976.39,0
260,25.00,20.64,25.73,23.48,1,275.85,165.70,976.06,0
261,30.43,25.73,26.25,23.41,1,275.13,189.10,975.72,0
262,30.35,23.65,25.70,23.73,1,273.77,212.83,975.38,0
263,31.80,28.56,26.53,24.52,1,272.87,237.35,975.03,0
264,34.98,28.83,24.82,25.73,1,270.98,263.08,974.68,0
265,34.38,29.29,23.37,26.94,1,270.78,19.24,974.33,1
266,34.44,24.69,24.58,26.80,1,272.15,46.04,973.97,0
267,25.30,21.83,24.23,26.30,1,272.33,72.34,973.61,0
268,21.86,16.72,23.97,25.15,1,272.91,97.49,973.25,0
269,20.34,15.58,24.79,23.53,1,273.83,121.01,972.88,0
270,19.20,17.23,24.57,25.33,1,273.94,146.34,972.51,0
271,19.17,15.70,23.99,24.97,1,274.31,171.31,972.13,0
272,23.75,20.66,22.75,22.30,1,275.36,193.61,971.75,0
273,28.31,26.85,23.46,22.04,1,277.87,215.66,971.37,0
274,24.32,22.32,23.29,20.58,1,279.86,236.24,970.98,0
275,25.70,22.69,22.71,22.59,1,282.22,258.83,970.59,0
276,32.16,25.17,22.81,24.19,1,285.46,283.03,970.20,0
277,32.72,27.83,24.39,26.83,1,288.92,309.85,969.80,0
278,31.60,24.78,25.44,25.81,1,290.98,335.66,969.40,0
279,34.65,29.00,25.49,25.48,1,292.10,361.15,968.99,0
280,39.33,32.70,28.22,25.27,1,293.27,386.42,968.58,0
281,33.46,25.81,27.80,25.83,1,291.55,412.25,968.17,0
282,33.18,28.21,29.38,25.15,1,290.13,437.40,967.75,0
283,26.34,21.91,27.56,25.44,1,286.82,176.02,967.33,1
284,27.30,21.20,27.89,26.38,1,285.18,202.40,966.90,0
285,29.35,25.36,26.25,25.43,1,283.02,227.83,966.47,0
286,32.08,28.38,25.08,25.43,1,282.44,253.26,966.04,0
287,26.98,19.47,25.22,23.82,1,283.09,277.08,965.60,0
288,25.01,20.35,24.46,26.79,1,283.66,20.21,965.15,1
289,28.01,21.47,25.63,26.32,1,285.12,46.53,964.70,0
290,30.71,26.17,26.29,27.56,1,285.44,74.09,964.25,0
291,26.57,21.53,25.68,26.95,1,285.06,101.04,963.79,0
292,28.40,21.19,26.32,24.52,1,285.31,125.56,963.33,0
293,32.84,23.92,24.47,26.51,1,284.89,152.07,962.87,0
294,29.57,24.52,26.86,25.11,1,286.46,177.18,962.39,0
295,30.33,24.86,27.65,23.44,1,285.56,200.62,961.92,0
296,31.73,26.35,27.07,24.86,1,283.71,225.47,961.44,0
297,24.86,20.37,25.55,24.08,1,282.30,249.56,960.95,0
298,29.08,21.94,26.27,23.15,1,282.43,272.70,960.46,0
299,27.57,26.79,26.91,23.81,1,281.78,14.74,959.97,1
300,28.67,24.01,24.50,23.73,1,280.35,38.47,959.47,0
