# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
29,26.23,23.34,22.43,25.22,18,268.97,78.81,849.41,0
30,29.34,23.49,24.41,24.92,17,270.20,103.72,857.91,0
31,31.74,23.78,25.21,25.39,16,271.37,129.12,866.49,0
32,32.72,26.10,27.20,26.86,15,272.35,155.97,875.15,0
33,26.62,25.16,20.65,26.76,14,270.87,182.73,883.90,0
34,24.93,22.51,21.89,26.67,13,270.29,209.40,892.74,0
35,26.65,24.20,19.75,25.34,12,272.56,234.74,901.67,0
36,26.10,25.44,21.59,26.52,11,273.19,261.26,910.69,0
37,25.67,25.44,23.14,28.07,10,272.53,16.80,919.79,1
38,29.58,24.96,22.34,27.89,9,271.80,44.68,928.99,0
39,28.06,25.40,23.76,26.93,8,271.52,71.61,938.28,0
40,27.32,24.87,22.58,26.93,7,270.73,98.53,947.66,0
41,18.69,24.21,16.45,23.24,6,270.44,121.77,957.14,0
42,18.68,23.67,12.60,22.64,5,270.86,144.41,966.71,0
43,21.71,25.87,22.67,22.61,4,271.90,167.02,976.38,0
44,26.99,26.16,21.93,22.21,3,270.64,189.23,986.14,0
45,25.20,25.79,23.61,22.10,2,268.92,211.33,996.00,0
46,26.77,25.42,22.08,23.72,1,267.44,235.05,1005.96,0
47,28.18,22.74,22.73,25.09,1,269.90,260.14,1005.92,0
48,31.26,23.33,27.43,26.38,1,271.89,14.63,1005.88,1
49,30.29,24.42,26.97,25.72,1,268.90,40.35,1005.84,0
50,34.87,25.08,24.54,25.11,1,266.13,65.46,1005.80,0
51,35.03,23.96,28.49,24.38,1,265.75,89.84,1005.76,0
52,34.66,22.69,27.88,24.48,49,264.75,114.32,622.18,0
53,33.81,21.22,29.22,23.96,48,266.27,138.28,628.40,0
54,35.88,22.55,27.94,25.61,47,269.56,163.89,634.68,0
55,30.99,22.72,25.85,24.94,46,271.71,188.82,641.03,0
56,22.82,25.42,21.62,22.79,45,273.88,211.61,647.44,0
57,21.57,24.92,15.03,22.41,44,273.31,234.02,653.92,0
58,25.87,24.11,24.11,22.83,43,273.23,256.86,660.46,0
59,28.67,24.96,25.27,22.96,42,274.03,5.79,667.06,1
60,28.41,24.15,25.39,25.21,41,273.98,30.99,673.73,0
61,23.36,24.68,22.51,23.02,40,274.82,54.01,680.47,0
62,24.33,23.43,20.84,22.12,39,275.15,76.13,687.27,0
63,24.84,24.10,21.24,23.72,38,276.88,99.86,694.15,0
64,29.93,24.68,23.40,26.78,37,278.07,126.64,701.09,0
65,28.69,26.35,28.16,24.97,36,278.72,151.61,708.10,0
66,34.05,26.58,26.54,26.10,35,277.61,177.71,715.18,0
67,26.87,24.47,20.48,23.99,34,276.13,201.70,722.33,0
68,25.68,26.57,22.39,25.52,33,276.82,227.22,729.55,0
69,21.92,25.06,22.34,25.13,32,275.28,252.35,736.85,0
70,26.13,25.86,19.46,24.46,31,275.24,1.57,744.22,1
71,22.63,23.61,18.83,24.03,30,274.32,25.60,751.66,0
72,25.06,26.54,19.69,22.41,29,275.78,48.02,759.18,0
73,29.24,24.86,25.96,21.15,28,274.17,69.16,766.77,0
74,24.80,25.07,19.71,23.07,27,274.24,92.24,774.44,0
75,19.93,26.02,17.91,21.61,26,274.09,113.84,782.18,0
76,10.52,23.55,12.79,19.62,25,272.88,133.47,790.00,0
77,11.22,23.70,14.75,18.32,24,274.26,151.78,797.90,0
78,17.04,24.32,14.62,19.85,23,275.62,171.63,805.88,0
79,23.59,24.15,20.37,19.66,22,276.44,191.30,813.94,0
80,26.43,25.31,23.49,22.21,21,277.52,213.51,822.08,0
81,26.55,26.59,20.58,22.39,20,277.42,235.90,830.30,0
82,30.74,26.34,27.01,23.01,19,275.92,258.91,838.60,0
83,32.21,26.10,24.32,23.81,18,274.54,8.19,846.99,1
84,24.70,26.47,19.61,23.87,17,273.29,32.06,855.46,0
85,24.85,26.12,20.37,24.17,16,271.50,56.23,864.01,0
86,20.48,23.58,18.18,23.45,15,269.92,79.68,872.65,0
87,23.22,24.82,21.56,22.53,14,270.97,102.21,881.38,0
88,22.47,23.35,18.85,22.71,13,270.77,124.91,890.19,0
89,22.26,24.58,19.70,22.16,12,272.16,147.08,899.10,0
90,25.77,24.25,22.82,22.05,11,272.34,169.13,908.09,0
91,23.20,25.80,20.71,22.48,10,272.90,191.61,917.17,0
92,25.45,25.11,19.86,23.73,9,271.81,215.35,926.34,0
93,22.56,24.54,19.33,22.75,8,271.37,238.10,935.60,0
94,22.84,25.24,22.86,22.67,7,271.52,260.77,944.96,0
95,22.61,24.47,17.42,23.13,6,270.91,12.99,954.41,1
96,23.71,24.69,25.05,22.65,5,271.08,35.65,963.95,0
97,25.47,25.07,21.02,24.38,4,271.03,60.03,973.59,0
98,23.45,23.85,19.78,24.16,3,270.55,84.19,983.33,0
99,22.77,23.49,20.57,22.98,2,271.37,107.16,993.16,0
100,29.63,22.31,25.09,25.40,1,272.67,132.57,1003.09,0
101,32.46,20.84,27.48,25.22,1,272.34,157.79,1003.02,0
102,28.42,21.67,22.38,28.25,9,278.29,186.04,925.67,0
103,28.20,22.97,22.54,25.18,8,282.29,211.21,934.93,0
104,28.82,24.39,27.37,25.17,7,285.24,236.38,944.28,0
105,33.46,25.68,26.94,24.65,6,286.94,261.03,953.72,0
106,30.82,24.83,26.86,23.26,5,287.38,284.29,963.26,0
107,21.87,25.21,16.77,24.75,4,288.81,20.24,972.89,1
108,19.52,26.77,18.09,24.68,3,289.96,44.92,982.62,0
109,20.38,26.75,19.10,24.70,2,289.50,69.62,992.45,0
110,20.40,27.22,21.02,23.42,1,289.03,93.04,1002.37,0
111,25.29,27.57,17.57,26.80,1,294.81,119.85,1002.29,0
112,30.82,26.78,23.01,25.91,1,304.97,145.75,1002.22,0
113,41.48,26.47,28.14,24.52,1,310.15,170.28,1002.14,0
114,37.36,26.59,28.50,23.98,1,310.21,194.26,1002.06,0
115,35.56,26.15,26.27,25.85,1,309.88,220.11,1001.98,0
116,33.96,26.72,27.28,26.37,1,311.97,246.49,1001.90,0
117,35.03,26.78,29.31,28.21,1,313.16,274.70,1001.82,0
118,35.18,23.61,29.36,25.52,1,312.23,300.22,1001.74,0
119,41.44,24.98,35.82,29.38,1,311.17,18.44,1001.66,1
120,39.37,24.47,34.15,30.17,1,302.88,48.60,1001.57,0
121,36.56,24.82,28.96,29.34,1,295.60,77.94,1001.49,0
122,29.44,24.54,25.18,28.08,1,293.30,106.02,1001.40,0
123,30.32,24.22,24.19,28.33,1,294.93,134.35,1001.32,0
124,31.33,25.60,26.28,28.99,1,297.81,163.34,1001.23,0
125,33.34,25.34,26.66,29.12,1,298.69,192.46,1001.14,0
126,27.29,23.19,22.08,28.60,1,299.22,221.06,1001.05,0
127,25.52,24.60,19.43,27.78,1,304.86,248.84,1000.96,0
128,29.32,26.00,28.47,24.23,1,313.97,273.08,1000.87,0
129,33.07,25.40,24.95,24.32,1,314.05,297.39,1000.78,0
130,35.74,24.84,29.02,24.25,1,318.00,3.65,1000.69,1
131,36.51,25.94,32.23,23.74,1,317.88,27.39,1000.60,0
132,32.13,24.97,27.69,22.62,1,314.22,50.02,1000.50,0
133,35.19,24.24,32.85,24.77,1,315.18,74.78,1000.41,0
134,38.89,25.46,30.93,24.70,1,310.56,99.48,1000.31,0
135,31.52,24.18,24.90,26.35,1,307.59,125.83,1000.21,0
136,35.19,24.01,30.02,25.27,1,310.96,151.11,1000.12,0
137,37.00,26.23,27.51,27.16,1,309.03,178.26,1000.02,0
138,38.96,26.95,33.21,25.23,1,309.67,203.49,999.92,0
139,33.63,25.35,30.93,28.59,1,304.10,232.08,999.82,0
140,34.34,24.16,29.97,28.82,1,300.48,260.90,999.72,0
141,31.67,23.08,27.58,25.77,1,297.56,286.67,999.61,0
142,30.86,22.98,27.83,26.71,1,296.98,16.40,999.51,1
143,32.95,21.45,24.23,27.17,1,296.07,43.57,999.40,0
144,38.90,22.63,31.27,27.67,1,299.03,71.24,999.30,0
145,36.42,23.68,30.90,25.53,1,294.53,96.77,999.19,0
146,32.50,24.03,26.27,23.27,1,290.00,120.04,999.08,0
147,28.55,24.13,25.27,23.72,1,290.10,143.76,998.97,0
148,31.33,25.92,31.13,24.65,1,291.31,168.41,998.86,0
149,34.16,27.46,25.20,25.84,2,288.45,194.25,988.75,0
150,33.30,26.53,29.50,25.62,1,287.10,219.87,998.64,0
151,30.49,27.94,25.79,27.18,2,285.50,247.05,988.53,0
152,22.28,27.75,18.20,23.73,1,283.32,270.78,998.41,0
153,24.70,28.13,18.28,24.15,1,291.63,3.30,998.30,1
154,31.64,30.01,27.53,24.02,1,300.69,27.32,998.18,0
155,29.18,26.09,24.49,25.09,1,300.47,52.41,998.06,0
156,32.60,25.35,24.02,28.51,1,303.59,80.92,997.94,0
157,34.38,24.00,27.50,30.04,1,307.52,110.96,997.82,0
158,37.06,24.73,30.57,28.03,1,308.02,138.99,997.70,0
159,37.14,24.14,32.79,28.50,1,305.20,167.49,997.58,0
160,35.52,25.35,28.04,27.82,1,299.65,195.31,997.45,0
161,34.58,24.93,29.25,26.02,1,298.77,221.33,997.33,0
162,34.68,24.88,31.20,25.94,1,296.47,247.27,997.20,0
163,34.44,24.42,26.11,26.07,1,291.80,273.33,997.07,0
164,30.21,23.45,25.12,25.64,1,292.25,6.72,996.94,1
165,32.88,23.51,27.40,25.34,1,293.85,32.06,996.81,0
166,39.08,24.96,34.98,27.04,1,293.09,59.10,996.68,0
167,32.18,25.42,25.80,27.07,1,283.92,86.17,996.55,0
168,28.03,25.81,22.76,25.51,1,283.94,111.68,996.41,0
169,27.97,24.95,21.56,24.82,1,287.29,136.49,996.28,0
170,29.67,23.99,24.11,24.36,1,292.30,160.85,996.14,0
171,31.36,23.86,28.57,24.51,1,295.01,185.36,996.00,0
172,33.99,22.39,27.77,25.58,1,293.08,210.94,995.86,0
173,27.70,22.20,24.40,25.44,1,291.84,236.38,995.72,0
174,25.77,23.33,21.65,25.21,1,294.18,261.59,995.58,0
175,28.37,27.00,24.50,25.14,1,299.79,286.73,995.43,0
176,29.78,26.17,24.36,25.69,1,302.82,9.60,995.29,1
177,35.58,26.49,28.09,24.99,1,306.30,34.60,995.14,0
178,37.40,27.29,26.57,24.38,1,306.03,58.98,994.99,0
179,37.83,24.24,30.82,25.05,1,307.41,84.03,994.84,0
180,39.94,23.21,31.05,25.92,1,304.24,109.95,994.69,0
181,38.32,24.98,29.24,26.05,1,300.51,136.00,994.54,0
182,35.47,25.63,27.19,28.18,1,298.40,164.17,994.38,0
183,33.78,25.83,27.29,27.03,1,298.33,191.21,994.22,0
184,39.03,25.22,31.72,27.99,1,298.14,219.19,994.07,0
185,38.42,25.74,30.15,26.92,1,293.07,246.12,993.91,0
186,31.09,24.74,23.53,29.58,1,289.21,275.70,993.75,0
187,35.34,23.83,28.28,28.63,1,292.25,12.08,993.58,1
188,31.23,22.47,24.74,28.06,1,290.36,40.14,993.42,0
189,34.58,22.39,28.95,26.43,1,292.18,66.56,993.25,0
190,27.72,21.84,25.10,24.28,1,289.56,90.84,993.09,0
191,28.89,22.16,24.60,23.22,1,290.91,114.06,992.92,0
192,34.13,21.92,28.47,24.01,1,292.94,138.07,992.75,0
193,39.10,23.33,31.99,27.11,1,290.92,165.18,992.57,0
194,41.04,23.56,33.03,26.13,1,284.82,191.31,992.40,0
195,41.03,23.07,29.04,27.15,1,276.96,218.45,992.22,0
196,34.46,22.51,30.09,27.55,1,272.71,246.00,992.05,0
197,30.18,24.49,26.73,25.78,4,272.05,271.78,962.16,0
198,24.06,24.11,19.56,25.33,3,272.31,24.80,971.78,1
199,22.74,23.69,19.74,25.71,2,273.02,50.51,981.50,0
200,27.18,23.96,25.31,26.07,1,274.26,76.58,991.32,0
201,26.38,23.21,21.30,24.42,2,275.76,101.00,981.13,0
202,26.20,25.78,20.34,23.68,1,277.81,124.68,990.94,0
203,23.63,26.37,18.36,23.07,1,283.22,147.75,990.75,0
204,24.64,26.93,19.24,23.23,1,291.34,170.98,990.56,0
205,23.24,25.24,21.29,23.49,1,299.31,194.48,990.36,0
206,24.38,26.25,22.30,23.46,1,305.82,217.94,990.17,0
207,25.56,25.88,22.39,24.41,1,311.88,242.35,989.97,0
208,27.34,26.62,23.27,26.16,1,318.43,268.51,989.77,0
209,30.52,24.82,23.64,24.52,1,324.68,293.03,989.57,0
210,35.24,25.96,29.68,26.45,1,331.15,319.48,989.36,0
211,35.93,25.96,31.69,25.14,1,331.61,13.01,989.16,1
212,36.03,24.07,31.30,26.92,1,329.92,39.93,988.95,0
213,35.44,25.08,29.84,27.09,1,328.48,67.02,988.74,0
214,34.19,22.56,26.14,27.32,1,328.51,94.35,988.52,0
215,37.28,23.35,30.22,24.13,1,332.60,118.48,988.31,0
216,38.61,22.90,29.01,23.89,1,332.62,142.37,988.09,0
217,36.36,22.81,30.63,23.07,1,333.97,165.44,987.87,0
218,36.55,23.46,33.93,24.65,1,333.67,190.09,987.65,0
219,43.19,23.11,37.24,26.61,1,329.71,216.70,987.43,0
220,38.99,22.93,31.31,26.88,1,321.72,243.59,987.20,0
221,32.78,23.20,28.34,27.34,1,319.45,270.92,986.98,0
222,36.15,23.84,26.34,27.36,1,320.22,298.28,986.74,0
223,32.83,23.50,30.54,28.41,1,323.27,3.41,986.51,1
224,36.16,23.42,28.81,28.63,1,322.01,32.04,986.28,0
225,37.82,23.58,32.01,28.70,1,322.52,60.74,986.04,0
226,45.10,23.61,37.38,26.83,1,319.55,87.56,985.80,0
227,43.68,22.85,36.87,27.29,1,310.39,114.86,985.56,0
228,37.85,22.99,29.11,28.20,1,300.87,143.06,985.31,0
229,39.17,23.87,30.19,28.01,1,298.94,171.07,985.07,0
230,36.97,23.09,28.67,27.46,1,295.63,198.53,984.82,0
231,37.82,23.72,29.73,26.37,1,293.66,224.89,984.57,0
232,36.97,25.26,29.95,25.01,1,290.33,249.90,984.31,0
233,40.57,25.47,32.72,25.78,1,286.42,275.68,984.05,0
234,37.40,25.02,30.87,27.64,1,279.07,24.25,983.80,1
235,35.18,24.82,31.49,26.89,1,273.02,51.14,983.53,0
236,39.06,23.37,30.18,26.29,10,266.77,77.43,896.75,0
237,34.51,23.14,28.97,26.09,9,267.74,103.52,905.72,0
238,28.30,24.30,25.65,23.71,8,269.06,127.23,914.78,0
239,24.86,23.65,20.28,23.26,7,269.23,150.49,923.92,0
240,22.42,24.57,19.39,20.96,6,270.14,171.45,933.16,0
241,23.25,23.34,21.54,23.47,5,270.13,194.92,942.50,0
242,25.48,24.33,22.72,23.81,4,271.48,218.73,951.92,0
243,19.55,24.27,18.31,21.12,3,271.86,239.85,961.44,0
244,20.59,24.85,18.09,20.93,2,272.35,260.78,971.05,0
245,21.71,26.32,22.02,23.40,1,272.25,11.94,980.76,1
246,26.80,27.07,22.90,24.42,1,275.25,36.36,980.47,0
247,30.97,25.49,28.26,24.75,1,277.58,61.11,980.18,0
248,30.40,25.05,27.04,22.84,1,274.25,83.94,979.88,0
249,21.05,24.66,19.14,22.33,1,271.93,106.27,979.58,0
250,25.80,23.88,26.44,23.76,1,278.07,130.02,979.27,0
251,33.26,23.41,31.40,24.69,1,276.80,154.71,978.97,0
252,34.02,23.74,29.25,25.02,1,269.94,179.73,978.66,0
253,31.63,21.94,24.61,26.70,1,264.76,206.43,978.34,0
254,30.10,22.55,20.92,23.74,5,266.63,230.17,938.62,0
255,27.93,22.77,22.59,25.55,4,268.48,255.71,948.00,0
256,32.27,23.52,24.62,24.43,3,270.29,9.85,957.48,1
257,26.41,24.88,22.77,23.81,2,271.44,33.66,967.06,0
258,21.16,23.97,14.79,22.39,1,271.22,56.05,976.73,0
259,22.11,24.15,19.74,23.81,1,282.07,79.86,976.39,0
260,23.04,24.66,20.75,23.06,1,288.57,102.91,976.06,0
261,28.50,25.89,25.53,23.66,1,294.60,126.57,975.72,0
262,29.15,25.03,25.59,24.99,1,295.98,151.57,975.38,0
263,37.10,23.87,28.76,23.28,1,297.42,174.85,975.03,0
264,37.50,23.67,32.59,24.99,1,295.53,199.84,974.68,0
265,36.05,25.15,27.07,27.02,1,289.23,226.86,974.33,0
266,35.24,26.23,27.36,27.97,1,288.37,254.83,973.97,0
267,37.33,25.83,26.11,27.59,1,287.11,282.42,973.61,0
268,39.16,24.71,29.41,28.58,1,287.11,23.90,973.25,1
269,41.07,23.39,31.11,26.56,1,283.47,50.46,972.88,0
270,36.11,23.24,27.95,24.96,1,277.59,75.42,972.51,0
271,30.04,25.25,26.44,25.64,1,274.60,101.06,972.13,0
272,28.96,24.25,22.52,24.77,1,272.98,125.83,971.75,0
273,25.46,23.08,23.22,24.05,1,275.51,149.87,971.37,0
274,30.27,23.41,27.39,23.20,1,277.52,173.07,970.98,0
275,24.18,25.38,19.49,23.87,2,281.03,196.94,960.59,0
276,26.02,25.72,23.13,24.90,1,281.22,221.84,970.20,0
277,29.29,25.98,23.89,25.85,1,283.90,247.70,969.80,0
278,26.92,25.71,25.30,23.70,1,286.01,271.40,969.40,0
279,33.19,24.74,24.31,23.96,1,286.78,8.57,968.99,1
280,35.67,25.71,31.00,26.00,1,288.71,34.58,968.58,0
281,35.84,24.71,29.07,25.09,1,283.48,59.67,968.17,0
282,32.43,25.50,25.50,22.19,1,279.85,81.87,967.75,0
283,33.45,24.75,26.24,24.76,1,279.78,106.63,967.33,0
284,39.17,23.70,30.60,25.25,1,278.89,131.88,966.90,0
285,40.26,24.36,29.94,25.97,1,273.13,157.85,966.47,0
286,34.19,26.56,27.54,24.26,7,273.14,182.11,907.50,0
287,32.80,25.34,28.53,24.50,6,271.24,206.61,916.58,0
288,24.76,26.48,22.00,26.66,5,270.48,233.28,925.74,0
289,25.57,24.96,22.03,26.09,4,268.40,259.36,935.00,0
290,23.58,22.37,20.80,24.59,3,267.79,16.17,944.35,1
291,24.73,22.65,18.58,26.09,2,269.96,42.26,953.79,0
292,21.80,22.36,21.18,24.64,1,272.04,66.90,963.33,0
293,29.48,22.35,21.89,21.66,1,275.94,88.55,962.87,0
294,30.06,22.37,26.50,22.20,1,279.46,110.75,962.39,0
295,30.71,24.37,21.45,22.39,2,281.18,133.14,951.92,0
296,35.96,24.06,28.71,21.35,1,282.49,154.49,961.44,0
297,36.41,24.53,26.12,22.15,10,281.91,176.64,874.43,0
298,36.10,24.97,27.98,22.52,9,283.11,199.16,883.18,0
299,28.94,25.01,25.33,21.81,8,283.95,220.97,892.01,0
300,31.44,26.47,27.38,23.13,7,284.83,244.10,900.93,0
