# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
64,31.24,22.31,23.79,25.33,6,281.06,1108.05,956.15,0
65,29.74,20.92,26.15,24.93,5,284.63,1132.98,965.71,0
66,28.64,24.53,21.54,26.37,4,290.08,1159.35,975.37,0
67,28.75,24.98,22.38,26.49,3,292.10,1185.84,985.12,0
68,35.78,32.07,26.18,24.85,2,293.83,1210.69,994.98,0
69,36.46,30.26,31.19,25.72,1,287.94,1236.41,1004.93,0
70,31.16,26.72,22.83,27.70,1,282.43,1264.11,1004.88,0
71,31.59,24.64,27.18,26.93,1,285.57,1291.05,1004.82,0
72,26.52,18.63,24.72,27.69,1,284.23,1318.74,1004.77,0
73,22.30,18.68,19.42,26.21,9,287.11,1344.95,927.44,0
74,35.59,27.21,26.28,27.38,8,295.27,1372.33,936.71,0
75,31.62,27.56,27.25,26.17,7,294.86,1398.50,946.08,0
76,33.83,27.59,27.86,27.80,6,294.03,1426.30,955.54,0
77,34.01,26.87,28.15,27.04,5,293.09,1453.34,965.10,0
78,33.92,27.92,26.98,26.83,4,292.84,1480.18,974.75,0
79,37.84,32.55,30.35,28.73,3,291.41,1508.91,984.49,0
80,35.82,29.80,28.73,26.99,2,284.75,1535.90,994.34,0
81,35.31,26.73,31.17,25.31,1,280.44,1561.20,1004.28,0
82,34.01,26.37,29.28,28.67,17,278.14,1589.87,855.57,0
83,32.02,31.58,28.03,26.65,16,276.94,1616.52,864.13,0
84,29.88,25.15,29.10,26.78,15,269.89,1373.41,872.77,1
85,32.10,22.64,25.08,25.45,14,269.22,1129.65,881.50,1
86,29.51,27.03,24.64,28.12,13,271.23,886.54,890.31,1
87,28.93,25.36,23.78,26.12,12,268.62,644.04,899.22,1
88,30.16,26.77,23.24,26.09,11,267.58,402.55,908.21,1
89,29.22,25.39,23.46,27.41,10,264.89,165.07,917.29,1
90,26.15,19.62,22.07,25.12,9,263.44,190.19,926.46,0
91,16.18,14.95,14.62,23.52,8,268.20,213.71,935.73,0
92,18.66,18.48,16.55,23.71,7,278.58,237.42,945.09,0
93,22.67,19.62,18.64,24.18,6,286.10,261.60,954.54,0
94,26.24,22.59,21.32,23.78,5,293.13,285.38,964.08,0
95,24.70,25.60,20.78,24.37,4,297.59,309.75,973.72,0
96,22.80,22.25,18.79,26.86,3,299.19,336.61,983.46,0
97,26.47,19.52,18.27,26.69,2,304.64,363.29,993.30,0
98,31.06,27.46,29.67,25.27,1,313.63,388.56,1003.23,0
99,28.46,27.22,25.75,24.58,23,314.81,413.14,804.59,0
100,31.96,24.55,27.11,24.99,22,316.34,438.13,812.64,0
101,41.12,34.69,37.45,25.09,21,320.98,463.23,820.76,0
102,40.72,31.89,36.71,27.43,20,314.92,490.66,828.97,0
103,39.28,34.38,30.99,26.24,19,311.33,516.90,837.26,0
104,38.99,31.82,31.47,27.39,18,304.65,544.29,845.63,0
105,35.82,31.12,32.99,25.49,17,300.11,569.78,854.09,0
106,33.30,24.63,23.95,25.12,16,295.89,594.91,862.63,0
107,34.81,32.50,25.13,26.08,15,298.38,620.98,871.26,0
108,29.70,23.56,25.84,28.11,14,292.48,649.09,879.97,0
109,20.79,20.85,17.94,25.87,13,295.81,674.96,888.77,0
110,26.49,25.81,21.97,24.74,12,302.45,699.69,897.66,0
111,23.70,23.74,21.11,23.17,11,304.31,722.86,906.63,0
112,31.46,25.88,25.92,23.56,10,308.63,746.43,915.70,0
113,27.31,23.01,23.99,22.15,9,311.02,768.58,924.86,0
114,34.47,26.16,30.09,22.50,8,316.82,791.08,934.11,0
115,34.88,32.55,27.15,23.51,7,319.73,814.59,943.45,0
116,34.83,27.96,29.73,22.19,6,315.90,836.78,952.88,0
117,32.51,29.83,23.63,24.77,5,316.73,861.55,962.41,0
118,34.28,28.45,27.49,25.03,4,315.59,886.58,972.03,0
119,39.75,31.84,29.28,25.63,3,315.86,912.21,981.75,0
120,40.03,35.01,32.43,26.06,2,312.42,938.28,991.57,0
121,40.20,31.90,31.63,27.63,1,305.16,965.90,1001.49,0
122,37.46,28.34,31.24,28.45,1,300.89,994.36,1001.40,0
123,36.04,31.84,27.52,26.83,2,300.93,1021.19,991.32,0
124,36.14,27.51,29.83,25.75,1,295.99,1046.94,1001.23,0
125,36.31,27.86,30.34,24.37,3,293.74,1071.31,981.24,0
126,36.86,32.41,28.61,24.60,2,292.48,1095.92,991.05,0
127,34.19,31.49,27.92,26.34,1,286.08,1122.26,1000.96,0
128,35.15,26.75,28.71,24.15,1,283.97,1146.41,1000.87,0
129,28.29,23.79,25.54,22.79,1,280.79,1169.19,1000.78,0
130,29.71,25.43,26.49,25.06,1,280.78,1194.25,1000.69,0
131,31.87,23.40,24.27,25.51,1,279.72,1219.76,1000.60,0
132,31.38,26.38,25.16,24.72,2,282.22,1244.48,990.50,0
133,33.22,26.09,27.45,25.18,1,281.42,1269.65,1000.41,0
134,35.03,31.40,32.26,24.00,7,280.48,1293.65,941.78,0
135,33.05,24.80,26.72,23.59,6,274.00,1043.24,951.20,1
136,22.16,19.74,19.73,23.46,5,274.12,792.58,960.71,1
137,26.54,23.39,22.90,23.89,4,279.82,816.47,970.31,0
138,34.56,28.60,27.75,26.21,3,282.08,842.68,980.02,0
139,38.34,33.03,28.57,25.41,2,278.83,868.09,989.82,0
140,39.64,29.07,34.36,29.45,1,270.38,627.16,999.72,1
141,39.63,31.28,32.90,29.06,6,265.79,390.42,950.59,1
142,38.00,29.50,28.01,27.54,5,257.96,160.01,960.10,1
143,32.31,24.43,24.30,25.73,4,251.31,185.74,969.70,0
144,27.49,28.33,23.89,25.50,3,249.57,211.24,979.40,0
145,30.62,26.70,22.33,24.68,2,243.36,235.92,989.19,0
146,28.87,22.91,25.97,23.52,1,238.33,21.11,999.08,1
147,32.09,25.96,27.86,24.36,3,233.85,45.48,979.07,0
148,26.70,22.30,19.93,24.38,2,228.67,69.86,988.86,0
149,24.21,22.03,21.11,22.10,1,227.01,91.95,998.75,0
150,25.33,19.91,21.72,22.05,1,226.49,114.00,998.64,0
151,18.03,14.75,15.27,21.35,10,227.03,135.35,912.01,0
152,22.01,19.78,21.28,21.89,9,233.51,157.24,921.13,0
153,23.54,21.05,20.57,21.54,8,235.10,178.78,930.34,0
154,18.66,14.37,15.51,21.35,7,235.46,200.12,939.64,0
155,19.12,15.36,17.86,20.27,6,243.20,220.39,949.04,0
156,26.53,21.13,23.04,20.91,5,250.62,241.31,958.53,0
157,28.94,27.16,20.69,20.99,4,252.44,9.86,968.12,1
158,18.64,18.70,18.36,22.25,3,247.80,32.11,977.80,0
159,21.43,21.08,14.25,21.08,2,252.02,53.19,987.58,0
160,25.40,23.53,22.95,21.44,1,254.03,74.63,997.45,0
161,27.60,22.36,20.56,23.06,1,254.18,97.69,997.33,0
162,23.21,20.11,22.95,21.50,1,256.98,119.19,997.20,0
163,24.02,23.87,22.46,22.84,1,257.44,142.04,997.07,0
164,16.63,17.43,16.12,21.67,1,258.48,163.70,996.94,0
165,18.10,16.75,16.39,21.81,1,266.59,185.51,996.81,0
166,17.38,13.47,16.67,22.94,1,275.23,208.45,996.68,0
167,23.33,18.24,22.10,22.92,1,284.42,231.37,996.55,0
168,24.95,20.47,21.89,22.61,1,288.55,253.98,996.41,0
169,31.20,27.21,29.50,23.28,1,293.32,277.25,996.28,0
170,37.71,28.79,28.95,24.72,15,292.69,301.98,864.80,0
171,37.00,29.77,30.66,23.54,14,290.29,325.51,873.45,0
172,35.08,29.15,30.43,23.31,13,286.57,348.82,882.18,0
173,35.80,31.83,29.69,25.01,12,283.16,373.83,891.01,0
174,33.14,28.05,25.50,25.66,11,276.46,399.49,899.92,0
175,35.26,27.51,29.22,25.00,10,273.25,151.23,908.91,1
176,36.94,26.55,30.35,24.53,9,270.31,175.77,918.00,0
177,35.12,30.38,28.10,24.03,8,268.13,199.80,927.18,0
178,30.06,24.15,21.91,21.32,7,261.53,221.12,936.46,0
179,35.00,28.73,32.24,22.51,6,261.11,243.63,945.82,0
180,29.33,24.48,24.13,24.23,5,255.62,12.24,955.28,1
181,30.02,29.47,25.16,25.99,4,254.26,38.23,964.83,0
182,25.01,21.11,18.93,25.36,3,247.26,63.59,974.48,0
183,30.35,22.64,18.22,29.62,2,248.77,93.21,984.22,0
184,27.05,23.43,21.86,27.87,1,248.74,121.08,994.07,0
185,21.86,20.04,19.86,25.12,1,249.56,146.21,993.91,0
186,17.76,19.34,17.35,25.43,1,252.67,171.64,993.75,0
187,15.70,16.70,18.02,24.75,1,258.86,196.39,993.58,0
188,23.80,21.68,20.72,23.05,1,264.93,219.44,993.42,0
189,25.62,25.39,24.09,25.44,1,268.63,244.88,993.25,0
190,25.62,22.79,22.73,27.36,1,269.00,3.25,993.09,1
191,26.99,27.28,19.47,25.30,1,270.89,28.55,992.92,0
192,29.28,22.30,23.30,25.68,1,276.56,54.23,992.75,0
193,34.25,23.84,29.26,25.60,1,278.59,79.83,992.57,0
194,34.52,24.42,29.27,24.81,1,274.26,104.64,992.40,0
195,43.82,31.56,34.57,25.19,1,269.48,129.83,992.22,0
196,37.46,28.26,35.50,25.33,1,258.40,155.16,992.05,0
197,32.84,27.45,29.27,27.02,1,245.19,182.18,991.87,0
198,30.93,26.74,24.38,27.20,2,239.87,209.39,981.68,0
199,20.58,15.89,17.83,28.11,1,234.44,3.06,991.50,1
200,24.49,21.42,22.31,26.16,1,238.27,29.22,991.32,0
201,23.36,19.73,18.56,26.15,2,238.73,55.37,981.13,0
202,19.51,19.08,14.18,23.25,1,240.90,78.62,990.94,0
203,21.74,21.24,19.74,22.63,1,249.39,101.25,990.75,0
204,26.12,21.17,21.69,23.35,1,252.61,124.59,990.56,0
205,30.88,24.88,27.01,22.83,1,254.02,147.42,990.36,0
206,23.97,20.33,21.36,23.32,1,249.71,170.74,990.17,0
207,23.43,17.33,20.08,22.46,1,251.18,193.19,989.97,0
208,23.92,19.33,19.04,22.93,1,254.22,216.12,989.77,0
209,21.39,17.97,19.87,22.94,1,258.69,239.06,989.57,0
210,28.41,22.78,22.21,22.42,1,262.70,261.47,989.36,0
211,26.65,19.61,21.38,24.25,1,264.54,21.18,989.16,1
212,31.11,24.22,26.73,22.70,1,267.47,43.88,988.95,0
213,33.31,26.53,24.29,24.35,1,264.82,68.22,988.74,0
214,32.23,26.04,30.32,23.39,1,264.59,91.61,988.52,0
215,28.70,20.76,22.20,22.42,1,257.69,114.03,988.31,0
216,26.29,22.58,26.10,22.92,7,261.23,136.95,929.56,0
217,26.84,25.41,24.04,21.97,6,262.52,158.92,938.85,0
218,24.77,22.56,20.28,21.80,5,260.81,180.72,948.24,0
219,24.63,22.19,22.84,22.64,4,262.08,203.36,957.72,0
220,24.53,20.91,19.50,22.96,3,263.88,226.32,967.30,0
221,24.23,21.91,18.53,23.85,2,267.26,250.17,976.98,0
222,22.17,21.05,15.67,23.45,1,269.88,3.73,986.74,1
223,17.43,12.90,17.49,25.36,1,279.64,29.09,986.51,0
224,24.03,19.81,21.62,25.68,1,288.37,54.78,986.28,0
225,26.60,21.36,25.09,24.65,1,293.43,79.42,986.04,0
226,27.88,22.28,23.32,23.86,6,298.06,103.28,936.78,0
227,33.23,28.46,26.36,23.18,5,303.35,126.47,946.15,0
228,35.89,27.44,28.67,23.08,4,302.38,149.55,955.61,0
229,34.92,28.20,27.71,23.66,3,302.43,173.21,965.17,0
230,42.53,35.55,31.67,24.94,2,301.65,198.14,974.82,0
231,44.18,36.62,37.44,25.56,1,292.71,223.71,984.57,0
232,38.01,29.69,34.48,26.54,7,282.77,250.25,925.78,0
233,34.42,29.13,29.27,26.05,6,278.39,276.30,935.04,0
234,36.85,32.61,27.27,27.84,5,274.19,29.95,944.39,1
235,35.03,29.46,28.87,28.62,4,265.73,58.58,953.83,0
236,34.75,28.39,28.26,29.14,3,259.90,87.72,963.37,0
237,27.50,24.85,21.72,27.00,2,254.66,114.72,973.00,0
238,33.69,29.38,24.94,24.78,1,252.79,139.49,982.73,0
239,30.27,26.06,26.50,24.15,1,250.63,163.64,982.46,0
240,24.89,18.97,23.50,24.26,1,246.54,187.90,982.18,0
241,27.61,25.31,24.74,24.21,1,245.35,212.11,981.91,0
242,22.61,24.17,20.21,26.46,1,242.67,238.57,981.62,0
243,21.32,17.70,17.19,25.15,1,244.71,19.01,981.34,1
244,24.12,20.70,21.98,22.97,1,250.27,41.99,981.05,0
245,25.64,24.18,26.20,22.45,1,251.12,64.44,980.76,0
246,30.12,22.54,22.87,26.68,1,247.41,91.12,980.47,0
247,26.72,20.61,26.30,21.72,1,247.00,112.84,980.18,0
248,21.36,17.31,14.50,22.89,1,242.77,135.73,979.88,0
249,28.94,22.08,27.89,26.00,1,251.09,161.73,979.58,0
250,28.11,23.64,22.80,25.21,1,245.52,186.94,979.27,0
251,30.34,25.46,25.31,25.47,1,244.99,212.41,978.97,0
252,28.62,25.24,26.38,26.17,1,241.65,238.58,978.66,0
253,23.26,19.97,24.25,25.76,1,236.79,27.55,978.34,1
254,23.01,18.38,23.33,23.44,1,233.79,50.99,978.03,0
255,23.23,18.05,20.27,23.91,21,233.29,74.90,795.45,0
256,21.82,19.96,23.47,24.65,20,236.76,99.56,803.40,0
257,24.77,23.62,20.67,24.39,19,238.48,123.95,811.43,0
258,24.66,23.54,23.38,24.05,18,236.35,148.00,819.55,0
259,25.31,20.89,22.14,23.61,17,234.09,171.61,827.74,0
260,26.07,27.14,23.73,24.55,16,234.53,196.16,836.02,0
261,24.30,22.43,22.40,25.44,15,228.12,221.60,844.38,0
262,21.98,19.78,18.85,25.71,14,226.26,21.05,852.83,1
263,21.19,19.76,16.89,28.04,13,227.13,49.09,861.35,0
264,15.93,16.86,17.78,26.11,12,228.11,75.19,869.97,0
265,18.44,17.34,20.40,23.99,11,232.37,99.19,878.67,0
266,21.03,18.91,18.46,22.78,10,236.53,121.97,887.45,0
267,20.30,17.83,20.71,21.83,9,239.39,143.80,896.33,0
268,19.39,13.79,12.78,24.31,8,243.72,168.11,905.29,0
269,21.22,19.80,15.84,21.81,7,252.92,189.92,914.34,0
270,23.98,22.23,19.98,21.00,6,256.43,210.92,923.49,0
271,18.47,16.83,16.81,23.23,5,257.62,234.14,932.72,0
272,26.94,24.13,21.60,22.07,4,264.87,256.21,942.05,0
273,31.89,29.21,24.72,22.99,3,264.82,14.38,951.47,1
274,30.76,26.64,22.41,23.13,2,259.17,37.52,960.98,0
275,27.58,23.15,20.39,21.98,1,255.78,59.49,970.59,0
276,18.78,14.65,15.02,23.78,1,258.93,83.28,970.20,0
277,18.81,17.42,16.00,23.55,1,268.30,106.82,969.80,0
278,20.19,15.41,16.38,25.89,1,277.53,132.72,969.40,0
279,22.43,17.74,18.89,25.05,1,287.27,157.77,968.99,0
280,23.52,20.30,16.43,24.66,1,295.21,182.43,968.58,0
281,26.64,22.41,21.40,23.43,1,306.66,205.86,968.17,0
282,26.81,19.19,24.54,21.93,1,313.79,227.79,967.75,0
283,29.90,26.39,26.53,24.24,1,318.17,252.02,967.33,0
284,29.18,24.84,21.95,24.60,1,320.80,276.63,966.90,0
285,24.62,22.28,24.05,23.66,1,328.73,300.28,966.47,0
286,30.19,24.57,26.82,23.16,1,335.15,323.44,966.04,0
287,30.23,24.42,26.19,24.09,1,339.16,347.53,965.60,0
288,29.67,22.90,26.89,25.25,1,344.27,372.78,965.15,0
289,35.36,32.13,29.06,25.38,1,349.12,398.16,964.70,0
290,30.41,21.90,28.92,23.71,1,352.07,421.87,964.25,0
291,36.60,32.62,32.18,24.17,19,357.47,446.04,798.17,0
292,39.77,30.88,34.45,27.44,18,357.33,473.48,806.15,0
293,34.72,28.73,29.07,28.32,17,359.09,501.81,814.22,0
294,40.44,33.23,32.87,27.35,16,363.39,529.16,822.36,0
295,43.11,33.48,35.71,28.69,15,363.18,557.85,830.58,0
296,43.59,31.67,37.18,27.06,14,362.67,584.91,838.89,0
297,43.46,34.72,31.73,28.10,13,364.10,613.01,847.28,0
298,39.71,35.43,31.80,29.55,12,362.31,642.56,855.75,0
299,43.11,35.76,36.57,29.77,11,359.57,672.33,864.31,0
300,45.56,35.26,34.91,28.19,10,356.19,700.52,872.95,0
