# timeline: 800.000
# a: 0.800
# x0r: 30.000
# xsig2: 10.000
# lf: 0.700
# af: 0.000,1.000
# xf0r: 25.000
# xfsig2: 2.000
# lr: 0.700
# ar: 0.000,1.000
# xr0r: 25.000
# xrsig2: 2.000
# lb: 0.700
# ab: 0.900
# xb0r: 25.000
# xbsig2: 2.000
# code: 1.000,2.000,3.000
# al: 1.000
# be: 1.000
# godsimnum: 1000.000
# period: 10.000
# lag: 0.000
# A: 1.000
# burnin: 201.000
# cvalth: 0.000
# simtime: 300.000
# fund: 0.000
# cumb: 0.000
# bfn: 1.000
# rho: 0.100
# del: 0.010
# efmu: 0.000
# efsig2: 0.000
# ermu: 0.000
# ersig2: 0.000
# ch: 0.000
# b_def: 10.000
t,x,xf,xr,xb,tjs,C,fundt,ben,buy
83,23.43,18.59,26.04,21.03,76,298.94,1163.02,473.04,1
84,27.64,24.68,24.55,24.03,75,308.39,878.65,477.77,1
85,28.73,22.89,22.75,24.63,74,312.08,591.20,482.55,1
86,31.89,28.37,24.33,23.57,73,318.11,296.66,487.37,1
87,34.28,30.89,23.99,25.39,72,318.72,3.33,492.25,1
88,32.76,25.13,25.09,24.60,71,316.61,27.94,497.17,0
89,34.74,29.14,24.85,24.54,70,320.63,52.48,502.14,0
90,35.70,29.54,23.73,26.71,69,320.64,79.19,507.16,0
91,39.12,32.52,24.64,27.47,68,320.21,106.66,512.23,0
92,35.15,25.82,24.71,28.22,67,316.46,134.89,517.36,0
93,33.77,29.29,25.99,28.07,66,319.70,162.96,522.53,0
94,33.88,25.12,24.09,26.58,65,319.46,189.54,527.75,0
95,33.81,27.08,23.37,25.81,64,323.77,215.35,533.03,0
96,32.70,25.42,22.35,23.53,63,326.37,238.88,538.36,0
97,39.03,30.25,22.85,26.00,62,331.04,264.88,543.75,0
98,37.48,29.22,22.38,25.21,61,330.87,290.09,549.18,0
99,41.28,32.98,22.36,25.56,60,331.81,315.65,554.67,0
100,41.05,34.18,23.54,24.36,59,328.72,11.29,560.22,1
101,41.18,34.38,24.46,28.01,58,323.99,39.30,565.82,0
102,40.27,33.20,21.83,26.86,57,318.57,66.16,571.48,0
103,35.46,27.45,22.04,27.04,56,313.90,93.20,577.20,0
104,32.97,28.55,24.53,27.84,55,315.09,121.03,582.97,0
105,29.62,25.17,23.64,25.47,54,315.20,146.50,588.80,0
106,35.97,28.13,23.15,25.60,53,319.03,172.11,594.69,0
107,38.76,32.60,23.11,26.93,52,319.99,199.04,600.63,0
108,35.00,28.14,22.51,26.55,51,316.13,225.59,606.64,0
109,35.14,29.70,21.55,26.70,50,316.78,252.29,612.71,0
110,38.57,30.55,26.06,24.48,49,315.80,276.77,618.83,0
111,34.99,27.59,25.07,25.17,48,313.77,301.95,625.02,0
112,28.97,24.29,25.45,26.51,47,314.79,13.66,631.27,1
113,30.05,23.15,24.36,23.38,46,319.55,37.04,637.58,0
114,30.78,26.57,24.18,25.90,45,326.04,62.94,643.96,0
115,33.37,24.65,25.29,25.99,44,329.41,88.93,650.40,0
116,32.15,25.68,24.49,27.66,43,335.24,116.60,656.90,0
117,29.94,24.68,24.54,26.54,42,340.51,143.14,663.47,0
118,36.00,27.21,25.09,26.55,41,347.41,169.68,670.11,0
119,40.17,34.87,24.05,26.88,40,352.22,196.56,676.81,0
120,35.09,30.64,24.27,27.00,39,349.08,223.56,683.58,0
121,38.53,31.48,23.78,25.66,38,350.28,249.22,690.41,0
122,41.97,31.78,24.30,25.17,37,350.68,274.39,697.32,0
123,43.20,37.30,25.46,25.38,36,350.80,299.77,704.29,0
124,40.95,31.72,25.63,27.13,35,344.84,326.90,711.33,0
125,38.40,31.61,24.10,24.70,34,344.43,7.17,718.45,1
126,43.43,31.93,26.02,24.32,33,344.10,31.49,725.63,0
127,49.29,42.68,26.34,25.41,32,343.38,56.90,732.89,0
128,45.03,33.19,27.69,25.91,31,330.77,82.82,740.22,0
129,45.28,37.12,26.21,27.00,30,327.34,109.81,747.62,0
130,35.01,27.65,25.14,26.39,29,319.25,136.20,755.09,0
131,34.31,30.63,23.98,26.43,28,320.76,162.63,762.64,0
132,36.96,32.88,23.70,26.51,27,319.15,189.15,770.27,0
133,34.39,27.92,22.90,26.72,26,314.90,215.86,777.97,0
134,32.89,27.65,22.62,26.47,25,315.67,242.34,785.75,0
135,30.94,31.05,22.74,26.25,24,316.83,268.59,793.61,0
136,36.25,27.58,25.27,26.96,23,314.35,295.55,801.55,0
137,38.91,31.74,26.15,26.43,22,315.45,6.53,809.56,1
138,35.31,29.19,24.54,27.40,21,312.08,33.94,817.66,0
139,35.31,28.65,25.37,25.89,20,311.17,59.83,825.83,0
140,37.48,28.07,25.51,27.65,19,310.78,87.48,834.09,0
141,37.48,30.36,25.08,29.39,18,310.98,116.87,842.43,0
142,35.49,28.44,24.32,29.23,17,308.68,146.10,850.86,0
143,31.73,26.44,23.91,27.59,16,308.27,173.69,859.37,0
144,27.48,22.83,22.55,26.99,15,310.02,200.68,867.96,0
145,29.42,24.18,24.25,25.84,14,315.90,226.51,876.64,0
146,29.42,23.93,23.29,23.25,13,320.90,249.76,885.41,0
147,34.16,27.64,23.53,22.66,12,326.67,272.42,894.26,0
148,39.10,30.54,23.96,22.63,11,328.93,295.05,903.20,0
149,34.68,29.01,22.66,22.94,10,328.24,317.99,912.24,0
150,37.03,29.11,22.61,25.01,9,329.14,13.85,921.36,1
151,40.00,35.83,24.41,25.53,8,330.04,39.38,930.57,0
152,42.65,37.12,25.20,23.63,7,323.63,63.01,939.88,0
153,39.69,32.98,24.66,25.94,6,315.16,88.95,949.28,0
154,41.26,33.89,25.00,25.46,5,310.39,114.41,958.77,0
155,42.53,32.63,26.18,26.82,4,304.15,141.23,968.36,0
156,42.48,35.49,27.67,25.07,3,298.67,166.30,978.04,0
157,44.14,33.25,27.09,27.65,2,289.50,193.95,987.82,0
158,45.27,35.68,26.38,29.47,1,281.88,223.42,997.70,0
159,39.85,31.32,25.65,26.46,1,281.04,249.88,997.58,0
160,39.22,30.20,25.57,25.03,1,280.93,274.92,997.45,0
161,32.84,28.47,25.17,26.99,1,280.90,301.90,997.33,0
162,33.33,28.78,23.44,25.66,1,281.30,327.56,997.20,0
163,28.37,22.63,24.50,26.19,1,283.64,353.75,997.07,0
164,27.61,18.93,25.16,22.73,1,285.05,376.48,996.94,0
165,24.12,20.08,24.07,22.55,1,285.88,399.03,996.81,0
166,24.90,24.80,26.25,21.18,1,287.99,420.21,996.68,0
167,24.52,21.06,26.86,23.48,1,287.92,443.70,996.55,0
168,29.73,25.80,27.09,22.32,1,287.16,466.02,996.41,0
169,27.45,24.55,26.02,22.58,1,286.08,488.59,996.28,0
170,29.27,26.43,26.19,22.14,1,286.06,510.73,996.14,0
171,30.38,24.63,26.16,23.00,1,285.86,533.73,996.00,0
172,22.46,18.95,27.51,21.44,1,285.67,555.17,995.86,0
173,27.42,21.65,26.96,24.53,1,283.98,579.70,995.72,0
174,23.85,18.47,27.19,24.73,1,282.72,604.43,995.58,0
175,27.32,20.86,27.50,25.80,1,281.08,630.23,995.43,0
176,26.63,23.71,25.32,24.01,1,278.94,654.24,995.29,0
177,16.10,10.89,25.32,24.58,1,278.98,678.81,995.14,0
178,18.51,18.03,26.21,24.87,1,279.02,703.69,994.99,0
179,23.18,24.09,27.07,26.61,1,278.09,730.29,994.84,0
180,28.97,23.53,25.97,24.69,1,276.13,754.99,994.69,0
181,30.61,24.60,24.55,24.98,1,275.17,779.97,994.54,0
182,25.51,17.31,26.40,26.22,1,275.68,806.19,994.38,0
183,30.21,25.84,26.42,24.77,1,274.21,830.95,994.22,0
184,29.79,27.06,24.77,23.84,1,272.56,854.79,994.07,0
185,25.53,21.96,26.00,23.10,1,272.57,877.89,993.91,0
186,25.64,21.72,23.17,22.58,1,271.23,900.47,993.75,0
187,30.02,21.04,23.41,23.59,1,272.87,924.06,993.58,0
188,27.55,23.43,24.08,21.55,1,274.41,945.61,993.42,0
189,23.24,21.42,25.27,22.26,1,275.36,967.88,993.25,0
190,26.56,21.23,27.94,22.13,1,275.09,990.01,993.09,0
191,30.89,27.90,26.63,23.02,1,271.87,1013.03,992.92,0
192,28.68,23.84,26.58,21.77,1,269.76,1034.80,992.75,0
193,28.25,22.93,26.78,22.16,1,267.49,1056.96,992.57,0
194,25.96,20.95,25.74,23.11,1,264.79,1080.08,992.40,0
195,31.69,26.41,24.65,23.13,1,262.96,1103.21,992.22,0
196,26.36,20.38,24.67,23.18,1,262.14,1126.39,992.05,0
197,27.70,21.62,22.00,24.58,1,261.21,1150.97,991.87,0
198,17.99,12.20,21.30,23.19,1,263.13,1174.16,991.68,0
199,21.52,19.25,24.10,21.74,40,271.52,1195.90,666.66,0
200,24.34,19.40,23.55,24.33,39,277.50,1220.23,673.32,0
201,22.04,16.76,22.83,24.27,38,283.91,1244.50,680.05,0
202,29.19,28.58,22.99,23.25,37,293.86,973.89,686.86,1
203,27.07,17.73,22.77,23.67,36,291.80,997.56,693.72,0
204,35.61,28.31,23.38,25.73,35,301.48,721.81,700.66,1
205,35.34,27.65,24.93,26.82,34,300.49,448.13,707.67,1
206,31.76,26.18,24.34,25.51,33,300.12,173.52,714.74,1
207,31.41,27.11,24.40,24.18,32,301.33,197.69,721.89,0
208,33.90,27.34,24.75,24.51,31,301.65,222.21,729.11,0
209,33.88,28.26,24.88,25.01,30,301.74,247.21,736.40,0
210,35.99,29.20,24.65,21.79,29,300.83,269.00,743.77,0
211,33.48,25.70,24.44,24.95,28,298.79,293.95,751.20,0
212,36.70,30.06,24.53,24.04,27,300.41,17.58,758.72,1
213,34.77,27.96,25.99,21.52,26,297.39,39.10,766.30,0
214,31.61,26.18,25.73,21.90,25,296.37,61.00,773.97,0
215,34.97,30.33,25.85,24.84,24,297.21,85.84,781.71,0
216,34.85,30.96,24.69,24.83,23,293.56,110.67,789.52,0
217,25.58,24.54,25.97,24.08,22,288.86,134.75,797.42,0
218,27.88,29.48,24.89,24.76,21,290.75,159.51,805.39,0
219,25.83,19.40,24.66,25.95,20,287.39,185.46,813.45,0
220,25.02,18.53,22.34,25.59,19,294.79,211.05,821.58,0
221,28.05,22.87,23.95,27.19,18,303.89,238.24,829.80,0
222,30.17,24.42,24.13,26.51,17,309.12,264.75,838.09,0
223,32.45,30.64,24.61,24.82,16,313.18,289.57,846.48,0
224,30.47,21.35,24.47,26.34,15,310.79,5.13,854.94,1
225,32.45,27.19,24.57,25.72,14,318.38,30.85,863.49,0
226,36.77,30.22,23.90,28.84,13,320.31,59.69,872.12,0
227,37.20,29.03,24.41,25.26,12,319.11,84.94,880.85,0
228,44.40,32.95,24.56,26.73,11,319.09,111.67,889.65,0
229,44.46,39.80,25.40,26.15,10,314.75,137.83,898.55,0
230,42.42,32.70,25.96,26.59,9,302.45,164.42,907.54,0
231,40.38,31.70,27.30,27.54,8,296.72,191.96,916.61,0
232,36.99,29.86,26.95,26.67,7,291.53,218.62,925.78,0
233,29.96,26.38,28.61,24.64,6,287.84,243.27,935.04,0
234,28.16,24.24,27.69,23.13,5,287.61,266.39,944.39,0
235,33.51,31.32,26.90,24.14,4,289.70,290.53,953.83,0
236,34.91,29.12,24.40,23.71,3,284.22,314.24,963.37,0
237,33.42,31.89,25.45,21.43,2,280.61,335.68,973.00,0
238,34.38,32.06,24.87,23.29,1,273.59,358.96,982.73,0
239,33.88,26.39,23.72,26.13,1,273.60,385.09,982.46,0
240,31.73,23.59,23.32,25.44,1,274.86,410.53,982.18,0
241,25.58,16.84,25.17,23.41,1,276.69,433.94,981.91,0
242,26.98,24.63,26.02,25.74,1,276.68,459.68,981.62,0
243,24.76,20.15,27.12,23.92,1,275.73,483.60,981.34,0
244,23.55,22.56,25.72,24.26,1,273.47,507.86,981.05,0
245,28.36,24.93,26.05,24.58,1,272.53,532.44,980.76,0
246,27.38,26.82,25.41,26.49,1,271.13,558.93,980.47,0
247,31.26,22.98,24.60,25.67,1,270.28,584.61,980.18,0
248,36.30,30.38,23.60,26.04,1,270.25,610.65,979.88,0
249,35.25,30.07,23.75,25.85,1,271.31,636.50,979.58,0
250,30.90,24.52,23.71,24.33,1,272.31,660.83,979.27,0
251,28.74,20.23,22.37,23.39,1,273.47,684.22,978.97,0
252,23.51,19.22,22.81,23.99,1,276.20,708.21,978.66,0
253,20.03,20.85,23.39,21.07,1,278.73,729.28,978.34,0
254,23.56,18.80,23.71,23.67,1,280.87,752.95,978.03,0
255,21.80,18.67,23.96,20.27,1,282.88,773.22,977.71,0
256,24.35,22.91,25.61,20.95,1,284.81,794.17,977.38,0
257,27.88,18.76,24.64,20.96,1,285.12,815.13,977.06,0
258,28.16,26.17,26.19,23.31,1,286.52,838.44,976.73,0
259,26.19,22.47,26.82,24.85,1,286.37,863.29,976.39,0
260,26.92,25.15,26.99,26.27,1,285.50,889.56,976.06,0
261,26.99,27.30,28.00,24.91,1,284.36,914.47,975.72,0
262,21.95,19.39,27.66,23.84,1,282.00,938.31,975.38,0
263,23.79,22.73,26.67,25.40,1,279.78,963.71,975.03,0
264,24.74,20.47,26.08,25.77,14,282.59,989.48,852.13,0
265,25.18,22.51,26.84,25.01,13,288.33,1014.49,860.65,0
266,26.07,26.28,26.76,21.96,12,292.40,1036.45,869.26,0
267,27.18,22.00,26.56,21.36,11,292.73,1057.81,877.95,0
268,29.24,24.05,24.78,24.69,10,297.80,784.70,886.73,1
269,30.98,26.31,24.79,26.19,9,301.12,509.77,895.60,1
270,30.39,27.17,24.43,25.53,8,302.29,233.01,904.55,1
271,36.42,30.52,24.09,25.13,7,302.63,258.14,913.60,0
272,39.56,32.80,25.42,25.18,6,299.32,283.32,922.73,0
273,32.93,27.65,25.42,24.84,5,293.18,308.16,931.96,0
274,32.09,30.08,24.92,25.69,4,292.09,333.85,941.28,0
275,39.66,31.51,25.28,26.60,3,288.20,360.45,950.69,0
276,42.70,34.70,23.20,26.76,2,282.36,387.21,960.20,0
277,34.38,28.94,24.06,24.76,1,272.42,411.97,969.80,0
278,32.72,27.93,24.63,23.26,1,273.20,435.23,969.40,0
279,26.69,20.50,24.49,25.00,1,273.43,460.23,968.99,0
280,31.34,25.75,24.49,26.10,1,273.83,486.33,968.58,0
281,30.02,23.03,23.54,24.66,1,274.27,510.99,968.17,0
282,24.31,21.46,25.45,23.89,1,275.80,534.89,967.75,0
283,25.13,19.98,25.10,24.22,1,275.39,559.11,967.33,0
284,23.52,21.73,25.37,23.09,1,275.31,582.20,966.90,0
285,23.87,21.41,24.83,24.91,1,274.94,607.10,966.47,0
286,28.75,22.01,24.02,23.65,1,275.12,630.76,966.04,0
287,34.85,28.82,26.59,26.40,2,278.43,657.15,955.60,0
288,38.93,28.37,26.82,27.34,1,274.57,684.50,965.15,0
289,38.39,31.39,24.80,25.67,1,272.53,710.17,964.70,0
290,35.63,27.16,26.12,27.54,1,272.50,737.71,964.25,0
291,27.61,19.20,24.25,26.59,1,271.02,764.30,963.79,0
292,28.18,23.35,25.84,25.28,1,271.45,789.57,963.33,0
293,24.68,21.50,24.66,25.31,1,270.18,814.88,962.87,0
294,29.75,24.92,24.12,24.33,1,270.06,839.22,962.39,0
295,29.42,22.22,24.70,24.71,1,270.54,863.93,961.92,0
296,27.89,23.85,24.61,25.45,1,270.42,889.38,961.44,0
297,28.76,23.37,24.25,25.29,1,270.39,914.67,960.95,0
298,27.34,20.98,25.54,24.83,1,270.76,939.50,960.46,0
299,30.07,22.04,23.81,25.65,77,271.95,965.15,424.10,0
300,29.64,22.41,23.39,25.24,76,274.91,990.39,428.34,0
